"Date","Time","State.UnionTerritory","ConfirmedIndianNational","ConfirmedForeignNational","CFR","Recovery_Rate","Population_State","Cases_type","Cases_counts"
2020-11-01,"8:00 AM","Andhra Pradesh",NA,NA,0.81,96.2,53903393,"Cured",792083
2020-11-01,"8:00 AM","Arunachal Pradesh",NA,NA,0.25,87.25,1570458,"Cured",12959
2020-11-01,"8:00 AM","Assam",NA,NA,0.45,95.01,35607039,"Cured",196054
2020-11-01,"8:00 AM","Bihar",NA,NA,0.5,96.02,124799926,"Cured",207480
2020-11-01,"8:00 AM","Chandigarh",NA,NA,1.57,93.99,1158473,"Cured",13551
2020-11-01,"8:00 AM","Chhattisgarh",NA,NA,1.12,87.08,29436231,"Cured",163079
2020-11-01,"8:00 AM","Dadra and Nagar Haveli and Daman and Diu",NA,NA,0.06,98.74,NA,"Cured",3210
2020-11-01,"8:00 AM","Delhi",NA,NA,1.68,89.86,18710922,"Cured",347476
2020-11-01,"8:00 AM","Goa",NA,NA,1.38,93.24,1586250,"Cured",40678
2020-11-01,"8:00 AM","Gujarat",NA,NA,2.15,90.28,63872399,"Cured",155982
2020-11-01,"8:00 AM","Haryana",NA,NA,1.07,91.64,28204692,"Cured",153230
2020-11-01,"8:00 AM","Himachal Pradesh",NA,NA,1.44,85.51,7451955,"Cured",18862
2020-11-01,"8:00 AM","Jammu and Kashmir",NA,NA,1.56,91.67,13606320,"Cured",86888
2020-11-01,"8:00 AM","Jharkhand",NA,NA,0.87,93.92,NA,"Cured",95575
2020-11-01,"8:00 AM","Karnataka",NA,NA,1.36,91.96,67562686,"Cured",757208
2020-11-01,"8:00 AM","Kerala",NA,NA,0.34,78.58,35699443,"Cured",340324
2020-11-01,"8:00 AM","Ladakh",NA,NA,1.2,88.34,289023,"Cured",5539
2020-11-01,"8:00 AM","Madhya Pradesh",NA,NA,1.72,93.07,85358965,"Cured",159479
2020-11-01,"8:00 AM","Maharashtra",NA,NA,2.62,89.99,123144223,"Cured",1510353
2020-11-01,"8:00 AM","Manipur",NA,NA,0.91,80.33,3091545,"Cured",14862
2020-11-01,"8:00 AM","Meghalaya",NA,NA,0.93,88.29,3366710,"Cured",8345
2020-11-01,"8:00 AM","Mizoram",NA,NA,0.04,83.22,1239244,"Cured",2291
2020-11-01,"8:00 AM","Nagaland",NA,NA,0.43,82.39,2249695,"Cured",7454
2020-11-01,"8:00 AM","Odisha",NA,NA,0.45,95.05,46356334,"Cured",275749
2020-11-01,"8:00 AM","Puducherry",NA,NA,1.69,87.75,1413542,"Cured",30724
2020-11-01,"8:00 AM","Punjab",NA,NA,3.14,93.67,30141373,"Cured",125198
2020-11-01,"8:00 AM","Rajasthan",NA,NA,0.97,91.37,81032689,"Cured",179984
2020-11-01,"8:00 AM","Sikkim",NA,NA,1.83,91.8,690251,"Cured",3617
2020-11-01,"8:00 AM","Tamil Nadu",NA,NA,1.54,95.41,77841267,"Cured",691236
2020-11-01,"8:00 AM","Telangana",NA,NA,0.56,91.84,39362732,"Cured",220466
2020-11-01,"8:00 AM","Tripura",NA,NA,1.12,94.33,4169794,"Cured",29048
2020-11-01,"8:00 AM","Uttarakhand",NA,NA,1.64,92.13,11250858,"Cured",57422
2020-11-01,"8:00 AM","Uttar Pradesh",NA,NA,1.46,93.61,237882725,"Cured",451070
2020-11-01,"8:00 AM","West Bengal",NA,NA,1.83,88.3,99609303,"Cured",329937
2020-11-02,"8:00 AM","Andaman and Nicobar Islands",NA,NA,1.38,94.75,NA,"Cured",4112
2020-11-02,"8:00 AM","Andhra Pradesh",NA,NA,0.81,96.32,53903393,"Cured",795592
2020-11-02,"8:00 AM","Arunachal Pradesh",NA,NA,0.25,87.85,1570458,"Cured",13073
2020-11-02,"8:00 AM","Assam",NA,NA,0.45,95.29,35607039,"Cured",196784
2020-11-02,"8:00 AM","Bihar",NA,NA,0.51,96.28,124799926,"Cured",208644
2020-11-02,"8:00 AM","Chandigarh",NA,NA,1.56,94.17,1158473,"Cured",13632
2020-11-02,"8:00 AM","Chhattisgarh",NA,NA,1.14,87.14,29436231,"Cured",164537
2020-11-02,"8:00 AM","Dadra and Nagar Haveli and Daman and Diu",NA,NA,0.06,98.89,NA,"Cured",3219
2020-11-02,"8:00 AM","Delhi",NA,NA,1.67,89.62,18710922,"Cured",351635
2020-11-02,"8:00 AM","Goa",NA,NA,1.39,93.48,1586250,"Cured",40915
2020-11-02,"8:00 AM","Gujarat",NA,NA,2.14,90.48,63872399,"Cured",157110
2020-11-02,"8:00 AM","Haryana",NA,NA,1.06,91.46,28204692,"Cured",154451
2020-11-02,"8:00 AM","Himachal Pradesh",NA,NA,1.46,85.18,7451955,"Cured",18965
2020-11-02,"8:00 AM","Jammu and Kashmir",NA,NA,1.55,91.81,13606320,"Cured",87517
2020-11-02,"8:00 AM","Jharkhand",NA,NA,0.87,94.01,NA,"Cured",95973
2020-11-02,"8:00 AM","Karnataka",NA,NA,1.35,92.53,67562686,"Cured",765261
2020-11-02,"8:00 AM","Kerala",NA,NA,0.34,79.26,35699443,"Cured",348835
2020-11-02,"8:00 AM","Ladakh",NA,NA,1.19,89.53,289023,"Cured",5629
2020-11-02,"8:00 AM","Madhya Pradesh",NA,NA,1.72,93.32,85358965,"Cured",160586
2020-11-02,"8:00 AM","Maharashtra",NA,NA,2.61,89.92,123144223,"Cured",1514079
2020-11-02,"8:00 AM","Manipur",NA,NA,0.91,80.35,3091545,"Cured",15065
2020-11-02,"8:00 AM","Meghalaya",NA,NA,0.94,88.08,3366710,"Cured",8462
2020-11-02,"8:00 AM","Mizoram",NA,NA,0.04,84.26,1239244,"Cured",2323
2020-11-02,"8:00 AM","Nagaland",NA,NA,0.43,83.03,2249695,"Cured",7535
2020-11-02,"8:00 AM","Odisha",NA,NA,0.46,95.11,46356334,"Cured",277564
2020-11-02,"8:00 AM","Puducherry",NA,NA,1.69,89.28,1413542,"Cured",31345
2020-11-02,"8:00 AM","Punjab",NA,NA,3.15,93.72,30141373,"Cured",125566
2020-11-02,"8:00 AM","Rajasthan",NA,NA,0.96,91.36,81032689,"Cured",181575
2020-11-02,"8:00 AM","Sikkim",NA,NA,1.84,92.24,690251,"Cured",3651
2020-11-02,"8:00 AM","Tamil Nadu",NA,NA,1.53,95.58,77841267,"Cured",694880
2020-11-02,"8:00 AM","Telangana",NA,NA,0.56,92.12,39362732,"Cured",221992
2020-11-02,"8:00 AM","Tripura",NA,NA,1.13,94.76,4169794,"Cured",29234
2020-11-02,"8:00 AM","Uttarakhand",NA,NA,1.64,92.1,11250858,"Cured",57609
2020-11-02,"8:00 AM","Uttar Pradesh",NA,NA,1.46,93.72,237882725,"Cured",453458
2020-11-02,"8:00 AM","West Bengal",NA,NA,1.83,88.44,99609303,"Cured",333990
2020-11-03,"8:00 AM","Andaman and Nicobar Islands",NA,NA,1.38,94.94,NA,"Cured",4132
2020-11-03,"8:00 AM","Andhra Pradesh",NA,NA,0.81,96.47,53903393,"Cured",798625
2020-11-03,"8:00 AM","Arunachal Pradesh",NA,NA,0.25,88.27,1570458,"Cured",13238
2020-11-03,"8:00 AM","Assam",NA,NA,0.45,95.45,35607039,"Cured",197569
2020-11-03,"8:00 AM","Bihar",NA,NA,0.51,96.46,124799926,"Cured",209582
2020-11-03,"8:00 AM","Chandigarh",NA,NA,1.56,94.36,1158473,"Cured",13708
2020-11-03,"8:00 AM","Chhattisgarh",NA,NA,1.16,87.34,29436231,"Cured",166391
2020-11-03,"8:00 AM","Dadra and Nagar Haveli and Daman and Diu",NA,NA,0.06,98.89,NA,"Cured",3221
2020-11-03,"8:00 AM","Delhi",NA,NA,1.67,89.93,18710922,"Cured",356459
2020-11-03,"8:00 AM","Goa",NA,NA,1.4,93.56,1586250,"Cured",41123
2020-11-03,"8:00 AM","Gujarat",NA,NA,2.13,90.6,63872399,"Cured",158114
2020-11-03,"8:00 AM","Haryana",NA,NA,1.06,91.36,28204692,"Cured",155717
2020-11-03,"8:00 AM","Himachal Pradesh",NA,NA,1.49,85.42,7451955,"Cured",19304
2020-11-03,"8:00 AM","Jammu and Kashmir",NA,NA,1.56,92.09,13606320,"Cured",88140
2020-11-03,"8:00 AM","Jharkhand",NA,NA,0.86,94.14,NA,"Cured",96485
2020-11-03,"8:00 AM","Karnataka",NA,NA,1.35,93.24,67562686,"Cured",773595
2020-11-03,"8:00 AM","Kerala",NA,NA,0.35,80.12,35699443,"Cured",355943
2020-11-03,"8:00 AM","Ladakh",NA,NA,1.2,89.21,289023,"Cured",5671
2020-11-03,"8:00 AM","Madhya Pradesh",NA,NA,1.72,93.48,85358965,"Cured",161454
2020-11-03,"8:00 AM","Maharashtra",NA,NA,2.61,90.31,123144223,"Cured",1524304
2020-11-03,"8:00 AM","Manipur",NA,NA,0.94,80.37,3091545,"Cured",15343
2020-11-03,"8:00 AM","Meghalaya",NA,NA,0.93,88.64,3366710,"Cured",8579
2020-11-03,"8:00 AM","Mizoram",NA,NA,0.04,84.06,1239244,"Cured",2347
2020-11-03,"8:00 AM","Nagaland",NA,NA,0.46,84.53,2249695,"Cured",7689
2020-11-03,"8:00 AM","Odisha",NA,NA,0.46,95.18,46356334,"Cured",279091
2020-11-03,"8:00 AM","Puducherry",NA,NA,1.69,90.47,1413542,"Cured",31827
2020-11-03,"8:00 AM","Punjab",NA,NA,3.15,93.74,30141373,"Cured",125961
2020-11-03,"8:00 AM","Rajasthan",NA,NA,0.96,91.11,81032689,"Cured",182680
2020-11-03,"8:00 AM","Sikkim",NA,NA,1.84,92.14,690251,"Cured",3655
2020-11-03,"8:00 AM","Tamil Nadu",NA,NA,1.53,95.79,77841267,"Cured",698820
2020-11-03,"8:00 AM","Telangana",NA,NA,0.56,92.13,39362732,"Cured",223413
2020-11-03,"8:00 AM","Tripura",NA,NA,1.13,94.61,4169794,"Cured",29318
2020-11-03,"8:00 AM","Uttarakhand",NA,NA,1.64,92.32,11250858,"Cured",58050
2020-11-03,"8:00 AM","Uttar Pradesh",NA,NA,1.46,93.8,237882725,"Cured",455498
2020-11-03,"8:00 AM","West Bengal",NA,NA,1.82,88.59,99609303,"Cured",338075
2020-11-04,"8:00 AM","Andaman and Nicobar Islands",NA,NA,1.37,94.99,NA,"Cured",4153
2020-11-04,"8:00 AM","Andhra Pradesh",NA,NA,0.81,96.58,53903393,"Cured",802325
2020-11-04,"8:00 AM","Arunachal Pradesh",NA,NA,0.28,88.62,1570458,"Cured",13367
2020-11-04,"8:00 AM","Assam",NA,NA,0.45,95.51,35607039,"Cured",198042
2020-11-04,"8:00 AM","Bihar",NA,NA,0.51,96.55,124799926,"Cured",210672
2020-11-04,"8:00 AM","Chandigarh",NA,NA,1.56,94.13,1158473,"Cured",13751
2020-11-04,"8:00 AM","Chhattisgarh",NA,NA,1.18,87.5,29436231,"Cured",168201
2020-11-04,"8:00 AM","Dadra and Nagar Haveli and Daman and Diu",NA,NA,0.06,99.02,NA,"Cured",3225
2020-11-04,"8:00 AM","Delhi",NA,NA,1.65,89.33,18710922,"Cured",360069
2020-11-04,"8:00 AM","Goa",NA,NA,1.4,93.6,1586250,"Cured",41362
2020-11-04,"8:00 AM","Gujarat",NA,NA,2.13,90.79,63872399,"Cured",159311
2020-11-04,"8:00 AM","Haryana",NA,NA,1.06,91.2,28204692,"Cured",156975
2020-11-04,"8:00 AM","Himachal Pradesh",NA,NA,1.5,84.9,7451955,"Cured",19469
2020-11-04,"8:00 AM","Jammu and Kashmir",NA,NA,1.56,92.23,13606320,"Cured",88718
2020-11-04,"8:00 AM","Jharkhand",NA,NA,0.87,94.25,NA,"Cured",96975
2020-11-04,"8:00 AM","Karnataka",NA,NA,1.35,93.79,67562686,"Cured",780735
2020-11-04,"8:00 AM","Kerala",NA,NA,0.35,80.85,35699443,"Cured",364745
2020-11-04,"8:00 AM","Ladakh",NA,NA,1.18,88.51,289023,"Cured",5701
2020-11-04,"8:00 AM","Madhya Pradesh",NA,NA,1.72,93.65,85358965,"Cured",162366
2020-11-04,"8:00 AM","Maharashtra",NA,NA,2.61,90.46,123144223,"Cured",1531277
2020-11-04,"8:00 AM","Manipur",NA,NA,0.96,80.35,3091545,"Cured",15460
2020-11-04,"8:00 AM","Meghalaya",NA,NA,0.92,89.11,3366710,"Cured",8680
2020-11-04,"8:00 AM","Mizoram",NA,NA,0.03,82.13,1239244,"Cured",2376
2020-11-04,"8:00 AM","Nagaland",NA,NA,0.46,85.99,2249695,"Cured",7869
2020-11-04,"8:00 AM","Odisha",NA,NA,0.46,95.29,46356334,"Cured",280553
2020-11-04,"8:00 AM","Puducherry",NA,NA,1.69,91.39,1413542,"Cured",32284
2020-11-04,"8:00 AM","Punjab",NA,NA,3.15,93.72,30141373,"Cured",126315
2020-11-04,"8:00 AM","Rajasthan",NA,NA,0.96,90.94,81032689,"Cured",183899
2020-11-04,"8:00 AM","Sikkim",NA,NA,1.82,91.41,690251,"Cured",3660
2020-11-04,"8:00 AM","Tamil Nadu",NA,NA,1.53,95.84,77841267,"Cured",701527
2020-11-04,"8:00 AM","Telangana",NA,NA,0.56,92.03,39362732,"Cured",224686
2020-11-04,"8:00 AM","Tripura",NA,NA,1.13,94.62,4169794,"Cured",29430
2020-11-04,"8:00 AM","Uttarakhand",NA,NA,1.63,92.5,11250858,"Cured",58459
2020-11-04,"8:00 AM","Uttar Pradesh",NA,NA,1.45,93.92,237882725,"Cured",457708
2020-11-04,"8:00 AM","West Bengal",NA,NA,1.82,88.73,99609303,"Cured",342133
2020-11-05,"8:00 AM","Andaman and Nicobar Islands",NA,NA,1.37,94.85,NA,"Cured",4163
2020-11-05,"8:00 AM","Andhra Pradesh",NA,NA,0.81,96.62,53903393,"Cured",805026
2020-11-05,"8:00 AM","Arunachal Pradesh",NA,NA,0.28,88.87,1570458,"Cured",13472
2020-11-05,"8:00 AM","Assam",NA,NA,0.45,95.65,35607039,"Cured",198697
2020-11-05,"8:00 AM","Bihar",NA,NA,0.51,96.7,124799926,"Cured",211398
2020-11-05,"8:00 AM","Chandigarh",NA,NA,1.56,93.88,1158473,"Cured",13802
2020-11-05,"8:00 AM","Chhattisgarh",NA,NA,1.19,87.1,29436231,"Cured",169410
2020-11-05,"8:00 AM","Dadra and Nagar Haveli and Daman and Diu",NA,NA,0.06,98.96,NA,"Cured",3228
2020-11-05,"8:00 AM","Delhi",NA,NA,1.64,89.25,18710922,"Cured",365866
2020-11-05,"8:00 AM","Goa",NA,NA,1.41,93.78,1586250,"Cured",41611
2020-11-05,"8:00 AM","Gujarat",NA,NA,2.12,90.87,63872399,"Cured",160333
2020-11-05,"8:00 AM","Haryana",NA,NA,1.05,90.84,28204692,"Cured",158136
2020-11-05,"8:00 AM","Himachal Pradesh",NA,NA,1.52,83.8,7451955,"Cured",19579
2020-11-05,"8:00 AM","Jammu and Kashmir",NA,NA,1.56,92.3,13606320,"Cured",89254
2020-11-05,"8:00 AM","Jharkhand",NA,NA,0.87,94.47,NA,"Cured",97480
2020-11-05,"8:00 AM","Karnataka",NA,NA,1.35,94.38,67562686,"Cured",788780
2020-11-05,"8:00 AM","Kerala",NA,NA,0.35,81.14,35699443,"Cured",372951
2020-11-05,"8:00 AM","Ladakh",NA,NA,1.21,88.08,289023,"Cured",5772
2020-11-05,"8:00 AM","Madhya Pradesh",NA,NA,1.72,93.77,85358965,"Cured",163250
2020-11-05,"8:00 AM","Maharashtra",NA,NA,2.62,90.68,123144223,"Cured",1540005
2020-11-05,"8:00 AM","Manipur",NA,NA,0.96,80.08,3091545,"Cured",15618
2020-11-05,"8:00 AM","Meghalaya",NA,NA,0.92,89.3,3366710,"Cured",8752
2020-11-05,"8:00 AM","Mizoram",NA,NA,0.07,82.32,1239244,"Cured",2435
2020-11-05,"8:00 AM","Nagaland",NA,NA,0.48,87.08,2249695,"Cured",8017
2020-11-05,"8:00 AM","Odisha",NA,NA,0.46,95.33,46356334,"Cured",282073
2020-11-05,"8:00 AM","Puducherry",NA,NA,1.69,92.31,1413542,"Cured",32703
2020-11-05,"8:00 AM","Punjab",NA,NA,3.15,93.55,30141373,"Cured",126583
2020-11-05,"8:00 AM","Rajasthan",NA,NA,0.95,91.04,81032689,"Cured",185722
2020-11-05,"8:00 AM","Sikkim",NA,NA,1.79,91.96,690251,"Cured",3740
2020-11-05,"8:00 AM","Tamil Nadu",NA,NA,1.53,95.86,77841267,"Cured",704031
2020-11-05,"8:00 AM","Telangana",NA,NA,0.55,91.85,39362732,"Cured",225664
2020-11-05,"8:00 AM","Tripura",NA,NA,1.13,94.58,4169794,"Cured",29545
2020-11-05,"8:00 AM","Uttarakhand",NA,NA,1.63,92.36,11250858,"Cured",58729
2020-11-05,"8:00 AM","Uttar Pradesh",NA,NA,1.45,93.92,237882725,"Cured",459722
2020-11-05,"8:00 AM","West Bengal",NA,NA,1.81,88.88,99609303,"Cured",346262
2020-11-06,"8:00 AM","Andaman and Nicobar Islands",NA,NA,1.36,94.82,NA,"Cured",4175
2020-11-06,"8:00 AM","Andhra Pradesh",NA,NA,0.81,96.57,53903393,"Cured",807318
2020-11-06,"8:00 AM","Arunachal Pradesh",NA,NA,0.28,89.08,1570458,"Cured",13580
2020-11-06,"8:00 AM","Assam",NA,NA,0.45,95.87,35607039,"Cured",199458
2020-11-06,"8:00 AM","Bihar",NA,NA,0.51,96.59,124799926,"Cured",211872
2020-11-06,"8:00 AM","Chandigarh",NA,NA,1.55,93.7,1158473,"Cured",13862
2020-11-06,"8:00 AM","Chhattisgarh",NA,NA,1.2,87.02,29436231,"Cured",170760
2020-11-06,"8:00 AM","Dadra and Nagar Haveli and Daman and Diu",NA,NA,0.06,98.84,NA,"Cured",3230
2020-11-06,"8:00 AM","Delhi",NA,NA,1.62,89.08,18710922,"Cured",371155
2020-11-06,"8:00 AM","Goa",NA,NA,1.41,93.95,1586250,"Cured",41849
2020-11-06,"8:00 AM","Gujarat",NA,NA,2.11,90.96,63872399,"Cured",161388
2020-11-06,"8:00 AM","Haryana",NA,NA,1.06,90.63,28204692,"Cured",159643
2020-11-06,"8:00 AM","Himachal Pradesh",NA,NA,1.52,83.08,7451955,"Cured",19780
2020-11-06,"8:00 AM","Jammu and Kashmir",NA,NA,1.56,92.47,13606320,"Cured",89905
2020-11-06,"8:00 AM","Jharkhand",NA,NA,0.86,94.61,NA,"Cured",97964
2020-11-06,"8:00 AM","Karnataka",NA,NA,1.35,94.7,67562686,"Cured",794503
2020-11-06,"8:00 AM","Kerala",NA,NA,0.35,81.6,35699443,"Cured",380650
2020-11-06,"8:00 AM","Ladakh",NA,NA,1.19,87.47,289023,"Cured",5802
2020-11-06,"8:00 AM","Madhya Pradesh",NA,NA,1.71,93.85,85358965,"Cured",164067
2020-11-06,"8:00 AM","Maharashtra",NA,NA,2.63,91.07,123144223,"Cured",1551282
2020-11-06,"8:00 AM","Manipur",NA,NA,0.96,79.85,3091545,"Cured",15750
2020-11-06,"8:00 AM","Meghalaya",NA,NA,0.92,89.08,3366710,"Cured",8813
2020-11-06,"8:00 AM","Mizoram",NA,NA,0.07,82.71,1239244,"Cured",2473
2020-11-06,"8:00 AM","Nagaland",NA,NA,0.49,88.09,2249695,"Cured",8161
2020-11-06,"8:00 AM","Odisha",NA,NA,0.46,95.38,46356334,"Cured",283533
2020-11-06,"8:00 AM","Puducherry",NA,NA,1.68,93.17,1413542,"Cured",33123
2020-11-06,"8:00 AM","Punjab",NA,NA,3.15,93.45,30141373,"Cured",126932
2020-11-06,"8:00 AM","Rajasthan",NA,NA,0.95,91.13,81032689,"Cured",187544
2020-11-06,"8:00 AM","Sikkim",NA,NA,1.83,92.3,690251,"Cured",3778
2020-11-06,"8:00 AM","Tamil Nadu",NA,NA,1.53,95.88,77841267,"Cured",706444
2020-11-06,"8:00 AM","Telangana",NA,NA,0.55,91.65,39362732,"Cured",226646
2020-11-06,"8:00 AM","Tripura",NA,NA,1.13,94.64,4169794,"Cured",29666
2020-11-06,"8:00 AM","Uttarakhand",NA,NA,1.63,92.62,11250858,"Cured",59338
2020-11-06,"8:00 AM","Uttar Pradesh",NA,NA,1.45,93.84,237882725,"Cured",461073
2020-11-06,"8:00 AM","West Bengal",NA,NA,1.81,89.05,99609303,"Cured",350449
2020-11-07,"8:00 AM","Andaman and Nicobar Islands",NA,NA,1.36,94.89,NA,"Cured",4194
2020-11-07,"8:00 AM","Andhra Pradesh",NA,NA,0.81,96.59,53903393,"Cured",809770
2020-11-07,"8:00 AM","Arunachal Pradesh",NA,NA,0.28,89.26,1570458,"Cured",13679
2020-11-07,"8:00 AM","Assam",NA,NA,0.45,96.16,35607039,"Cured",200384
2020-11-07,"8:00 AM","Bihar",NA,NA,0.51,96.53,124799926,"Cured",212452
2020-11-07,"8:00 AM","Chandigarh",NA,NA,1.54,93.29,1158473,"Cured",13925
2020-11-07,"8:00 AM","Chhattisgarh",NA,NA,1.22,87.13,29436231,"Cured",172513
2020-11-07,"8:00 AM","Dadra and Nagar Haveli and Daman and Diu",NA,NA,0.06,98.81,NA,"Cured",3233
2020-11-07,"8:00 AM","Delhi",NA,NA,1.61,89.02,18710922,"Cured",377276
2020-11-07,"8:00 AM","Goa",NA,NA,1.41,93.99,1586250,"Cured",42056
2020-11-07,"8:00 AM","Gujarat",NA,NA,2.1,91.17,63872399,"Cured",162709
2020-11-07,"8:00 AM","Haryana",NA,NA,1.05,90.34,28204692,"Cured",161176
2020-11-07,"8:00 AM","Himachal Pradesh",NA,NA,1.49,82.65,7451955,"Cured",20033
2020-11-07,"8:00 AM","Jammu and Kashmir",NA,NA,1.56,92.57,13606320,"Cured",90537
2020-11-07,"8:00 AM","Jharkhand",NA,NA,0.86,94.67,NA,"Cured",98365
2020-11-07,"8:00 AM","Karnataka",NA,NA,1.35,94.69,67562686,"Cured",797204
2020-11-07,"8:00 AM","Kerala",NA,NA,0.35,82.05,35699443,"Cured",388504
2020-11-07,"8:00 AM","Ladakh",NA,NA,1.19,87.14,289023,"Cured",5854
2020-11-07,"8:00 AM","Madhya Pradesh",NA,NA,1.71,93.92,85358965,"Cured",164923
2020-11-07,"8:00 AM","Maharashtra",NA,NA,2.63,91.35,123144223,"Cured",1562342
2020-11-07,"8:00 AM","Manipur",NA,NA,0.96,80.9,3091545,"Cured",16092
2020-11-07,"8:00 AM","Meghalaya",NA,NA,0.91,89.23,3366710,"Cured",8904
2020-11-07,"8:00 AM","Mizoram",NA,NA,0.07,81.96,1239244,"Cured",2485
2020-11-07,"8:00 AM","Nagaland",NA,NA,0.48,88.8,2249695,"Cured",8282
2020-11-07,"8:00 AM","Odisha",NA,NA,0.47,95.45,46356334,"Cured",285174
2020-11-07,"8:00 AM","Puducherry",NA,NA,1.68,93.73,1413542,"Cured",33437
2020-11-07,"8:00 AM","Punjab",NA,NA,3.15,93.28,30141373,"Cured",127304
2020-11-07,"8:00 AM","Rajasthan",NA,NA,0.95,91.21,81032689,"Cured",189354
2020-11-07,"8:00 AM","Sikkim",NA,NA,1.81,91.36,690251,"Cured",3786
2020-11-07,"8:00 AM","Tamil Nadu",NA,NA,1.53,95.9,77841267,"Cured",708846
2020-11-07,"8:00 AM","Telangana",NA,NA,0.55,91.44,39362732,"Cured",227583
2020-11-07,"8:00 AM","Tripura",NA,NA,1.13,94.78,4169794,"Cured",29792
2020-11-07,"8:00 AM","Uttarakhand",NA,NA,1.64,92.57,11250858,"Cured",59746
2020-11-07,"8:00 AM","Uttar Pradesh",NA,NA,1.45,93.86,237882725,"Cured",463240
2020-11-07,"8:00 AM","West Bengal",NA,NA,1.81,89.25,99609303,"Cured",354732
2020-11-08,"8:00 AM","Andaman and Nicobar Islands",NA,NA,1.35,94.71,NA,"Cured",4206
2020-11-08,"8:00 AM","Andhra Pradesh",NA,NA,0.81,96.64,53903393,"Cured",812517
2020-11-08,"8:00 AM","Arunachal Pradesh",NA,NA,0.29,89.58,1570458,"Cured",13785
2020-11-08,"8:00 AM","Assam",NA,NA,0.45,96.31,35607039,"Cured",200939
2020-11-08,"8:00 AM","Bihar",NA,NA,0.51,96.64,124799926,"Cured",213513
2020-11-08,"8:00 AM","Chandigarh",NA,NA,1.54,93.03,1158473,"Cured",13978
2020-11-08,"8:00 AM","Chhattisgarh",NA,NA,1.22,87.13,29436231,"Cured",173872
2020-11-08,"8:00 AM","Dadra and Nagar Haveli and Daman and Diu",NA,NA,0.06,98.96,NA,"Cured",3239
2020-11-08,"8:00 AM","Delhi",NA,NA,1.6,89.05,18710922,"Cured",383614
2020-11-08,"8:00 AM","Goa",NA,NA,1.43,94.04,1586250,"Cured",42239
2020-11-08,"8:00 AM","Gujarat",NA,NA,2.09,91.16,63872399,"Cured",163640
2020-11-08,"8:00 AM","Haryana",NA,NA,1.05,90.24,28204692,"Cured",162814
2020-11-08,"8:00 AM","Himachal Pradesh",NA,NA,1.5,81.59,7451955,"Cured",20243
2020-11-08,"8:00 AM","Jammu and Kashmir",NA,NA,1.55,92.77,13606320,"Cured",91225
2020-11-08,"8:00 AM","Jharkhand",NA,NA,0.86,94.76,NA,"Cured",98776
2020-11-08,"8:00 AM","Karnataka",NA,NA,1.35,94.7,67562686,"Cured",799439
2020-11-08,"8:00 AM","Kerala",NA,NA,0.35,82.31,35699443,"Cured",395624
2020-11-08,"8:00 AM","Ladakh",NA,NA,1.18,86.8,289023,"Cured",5894
2020-11-08,"8:00 AM","Madhya Pradesh",NA,NA,1.71,93.91,85358965,"Cured",165715
2020-11-08,"8:00 AM","Maharashtra",NA,NA,2.63,91.53,123144223,"Cured",1569090
2020-11-08,"8:00 AM","Manipur",NA,NA,0.96,83.03,3091545,"Cured",16714
2020-11-08,"8:00 AM","Meghalaya",NA,NA,0.93,89.17,3366710,"Cured",8959
2020-11-08,"8:00 AM","Mizoram",NA,NA,0.06,81.75,1239244,"Cured",2526
2020-11-08,"8:00 AM","Nagaland",NA,NA,0.48,88.16,2249695,"Cured",8336
2020-11-08,"8:00 AM","Odisha",NA,NA,0.47,95.57,46356334,"Cured",286857
2020-11-08,"8:00 AM","Puducherry",NA,NA,1.68,94.93,1413542,"Cured",33932
2020-11-08,"8:00 AM","Punjab",NA,NA,3.15,93.33,30141373,"Cured",127821
2020-11-08,"8:00 AM","Rajasthan",NA,NA,0.94,91.26,81032689,"Cured",191132
2020-11-08,"8:00 AM","Sikkim",NA,NA,1.81,90.7,690251,"Cured",3805
2020-11-08,"8:00 AM","Tamil Nadu",NA,NA,1.53,95.91,77841267,"Cured",711198
2020-11-08,"8:00 AM","Telangana",NA,NA,0.55,91.5,39362732,"Cured",229064
2020-11-08,"8:00 AM","Tripura",NA,NA,1.13,94.74,4169794,"Cured",29858
2020-11-08,"8:00 AM","Uttarakhand",NA,NA,1.63,92.38,11250858,"Cured",60083
2020-11-08,"8:00 AM","Uttar Pradesh",NA,NA,1.45,93.91,237882725,"Cured",465250
2020-11-08,"8:00 AM","West Bengal",NA,NA,1.8,89.46,99609303,"Cured",359071
2020-11-09,"8:00 AM","Andaman and Nicobar Islands",NA,NA,1.35,94.85,NA,"Cured",4221
2020-11-09,"8:00 AM","Andhra Pradesh",NA,NA,0.81,96.66,53903393,"Cured",814773
2020-11-09,"8:00 AM","Arunachal Pradesh",NA,NA,0.3,89.93,1570458,"Cured",13881
2020-11-09,"8:00 AM","Assam",NA,NA,0.45,96.43,35607039,"Cured",201334
2020-11-09,"8:00 AM","Bihar",NA,NA,0.52,96.65,124799926,"Cured",214207
2020-11-09,"8:00 AM","Chandigarh",NA,NA,1.55,92.67,1158473,"Cured",14024
2020-11-09,"8:00 AM","Chhattisgarh",NA,NA,1.22,87.65,29436231,"Cured",176129
2020-11-09,"8:00 AM","Dadra and Nagar Haveli and Daman and Diu",NA,NA,0.06,99.14,NA,"Cured",3246
