"Date","Time","State.UnionTerritory","ConfirmedIndianNational","ConfirmedForeignNational","CFR","Recovery_Rate","Population_State","Cases_type","Cases_counts"
2020-06-17,"8:00 AM","Nagaland",NA,NA,0,51.4,2249695,"Deaths",0
2020-06-17,"8:00 AM","Odisha",NA,NA,0.26,71.44,46356334,"Deaths",11
2020-06-17,"8:00 AM","Puducherry",NA,NA,2.78,45.83,1413542,"Deaths",6
2020-06-17,"8:00 AM","Punjab",NA,NA,2.14,73.01,30141373,"Deaths",72
2020-06-17,"8:00 AM","Rajasthan",NA,NA,2.33,74.52,81032689,"Deaths",308
2020-06-17,"8:00 AM","Sikkim",NA,NA,0,5.71,690251,"Deaths",0
2020-06-17,"8:00 AM","Tamil Nadu",NA,NA,1.1,55.77,77841267,"Deaths",528
2020-06-17,"8:00 AM","Telangana",NA,NA,3.53,55.99,39362732,"Deaths",191
2020-06-17,"8:00 AM","Tripura",NA,NA,0.09,39.65,4169794,"Deaths",1
2020-06-17,"8:00 AM","Uttarakhand",NA,NA,1.29,62.62,11250858,"Deaths",25
2020-06-17,"8:00 AM","Uttar Pradesh",NA,NA,2.96,61.1,237882725,"Deaths",417
2020-06-17,"8:00 AM","West Bengal",NA,NA,4.16,50.62,99609303,"Deaths",495
2020-06-17,"8:00 AM","Cases being reassigned to states",NA,NA,0,0,NA,"Deaths",0
2020-06-18,"8:00 AM","Andaman and Nicobar Islands",NA,NA,0,75,NA,"Deaths",0
2020-06-18,"8:00 AM","Andhra Pradesh",NA,NA,1.27,51.49,53903393,"Deaths",90
2020-06-18,"8:00 AM","Arunachal Pradesh",NA,NA,0,7.07,1570458,"Deaths",0
2020-06-18,"8:00 AM","Assam",NA,NA,0.17,57.37,35607039,"Deaths",8
2020-06-18,"8:00 AM","Bihar",NA,NA,0.63,70.96,124799926,"Deaths",44
2020-06-18,"8:00 AM","Chandigarh",NA,NA,1.63,82.34,1158473,"Deaths",6
2020-06-18,"8:00 AM","Chhattisgarh",NA,NA,0.54,63.3,29436231,"Deaths",10
2020-06-18,"8:00 AM","Dadra and Nagar Haveli and Daman and Diu",NA,NA,0,21.05,NA,"Deaths",0
2020-06-18,"8:00 AM","Delhi",NA,NA,4.04,37.06,18710922,"Deaths",1904
2020-06-18,"8:00 AM","Goa",NA,NA,0,14.63,1586250,"Deaths",0
2020-06-18,"8:00 AM","Gujarat",NA,NA,6.22,69.46,63872399,"Deaths",1560
2020-06-18,"8:00 AM","Haryana",NA,NA,1.47,44.75,28204692,"Deaths",130
2020-06-18,"8:00 AM","Himachal Pradesh",NA,NA,1.41,65.38,7451955,"Deaths",8
2020-06-18,"8:00 AM","Jammu and Kashmir",NA,NA,1.2,53.9,13606320,"Deaths",65
2020-06-18,"8:00 AM","Jharkhand",NA,NA,0.53,60.74,NA,"Deaths",10
2020-06-18,"8:00 AM","Karnataka",NA,NA,1.32,62.12,67562686,"Deaths",102
2020-06-18,"8:00 AM","Kerala",NA,NA,0.74,49.17,35699443,"Deaths",20
2020-06-18,"8:00 AM","Ladakh",NA,NA,0.15,13.39,289023,"Deaths",1
2020-06-18,"8:00 AM","Madhya Pradesh",NA,NA,4.29,74.6,85358965,"Deaths",482
2020-06-18,"8:00 AM","Maharashtra",NA,NA,4.84,50.68,123144223,"Deaths",5651
2020-06-18,"8:00 AM","Manipur",NA,NA,0,34.78,3091545,"Deaths",0
2020-06-18,"8:00 AM","Meghalaya",NA,NA,2.27,68.18,3366710,"Deaths",1
2020-06-18,"8:00 AM","Mizoram",NA,NA,0,0.83,1239244,"Deaths",0
2020-06-18,"8:00 AM","Nagaland",NA,NA,0,53.37,2249695,"Deaths",0
2020-06-18,"8:00 AM","Odisha",NA,NA,0.25,70.24,46356334,"Deaths",11
2020-06-18,"8:00 AM","Puducherry",NA,NA,2.86,44.49,1413542,"Deaths",7
2020-06-18,"8:00 AM","Punjab",NA,NA,2.23,72.58,30141373,"Deaths",78
2020-06-18,"8:00 AM","Rajasthan",NA,NA,2.31,77.29,81032689,"Deaths",313
2020-06-18,"8:00 AM","Sikkim",NA,NA,0,5.71,690251,"Deaths",0
2020-06-18,"8:00 AM","Tamil Nadu",NA,NA,1.15,55.04,77841267,"Deaths",576
2020-06-18,"8:00 AM","Telangana",NA,NA,3.38,54.11,39362732,"Deaths",192
2020-06-18,"8:00 AM","Tripura",NA,NA,0.09,48.99,4169794,"Deaths",1
2020-06-18,"8:00 AM","Uttarakhand",NA,NA,1.29,61.99,11250858,"Deaths",26
2020-06-18,"8:00 AM","Uttar Pradesh",NA,NA,2.98,60.99,237882725,"Deaths",435
2020-06-18,"8:00 AM","West Bengal",NA,NA,4.11,53.11,99609303,"Deaths",506
2020-06-18,"8:00 AM","Cases being reassigned to states",NA,NA,0,0,NA,"Deaths",0
2020-06-19,"8:00 AM","Andaman and Nicobar Islands",NA,NA,0,75,NA,"Deaths",0
2020-06-19,"8:00 AM","Andhra Pradesh",NA,NA,1.22,50.4,53903393,"Deaths",92
2020-06-19,"8:00 AM","Arunachal Pradesh",NA,NA,0,9.71,1570458,"Deaths",0
2020-06-19,"8:00 AM","Assam",NA,NA,0.19,55.56,35607039,"Deaths",9
2020-06-19,"8:00 AM","Bihar",NA,NA,0.63,71.97,124799926,"Deaths",44
2020-06-19,"8:00 AM","Chandigarh",NA,NA,1.6,81.82,1158473,"Deaths",6
2020-06-19,"8:00 AM","Chhattisgarh",NA,NA,0.51,63.1,29436231,"Deaths",10
2020-06-19,"8:00 AM","Dadra and Nagar Haveli and Daman and Diu",NA,NA,0,22.41,NA,"Deaths",0
2020-06-19,"8:00 AM","Delhi",NA,NA,3.94,42.7,18710922,"Deaths",1969
2020-06-19,"8:00 AM","Goa",NA,NA,0,15.46,1586250,"Deaths",0
2020-06-19,"8:00 AM","Gujarat",NA,NA,6.21,69.6,63872399,"Deaths",1591
2020-06-19,"8:00 AM","Haryana",NA,NA,1.45,49.43,28204692,"Deaths",134
2020-06-19,"8:00 AM","Himachal Pradesh",NA,NA,1.34,64.2,7451955,"Deaths",8
2020-06-19,"8:00 AM","Jammu and Kashmir",NA,NA,1.28,56.6,13606320,"Deaths",71
2020-06-19,"8:00 AM","Jharkhand",NA,NA,0.57,62.4,NA,"Deaths",11
2020-06-19,"8:00 AM","Karnataka",NA,NA,1.44,62.73,67562686,"Deaths",114
2020-06-19,"8:00 AM","Kerala",NA,NA,0.75,50.64,35699443,"Deaths",21
2020-06-19,"8:00 AM","Ladakh",NA,NA,0.15,13.83,289023,"Deaths",1
2020-06-19,"8:00 AM","Madhya Pradesh",NA,NA,4.25,75.55,85358965,"Deaths",486
2020-06-19,"8:00 AM","Maharashtra",NA,NA,4.77,50.49,123144223,"Deaths",5751
2020-06-19,"8:00 AM","Manipur",NA,NA,0,32.84,3091545,"Deaths",0
2020-06-19,"8:00 AM","Meghalaya",NA,NA,2.27,68.18,3366710,"Deaths",1
2020-06-19,"8:00 AM","Mizoram",NA,NA,0,0.77,1239244,"Deaths",0
2020-06-19,"8:00 AM","Nagaland",NA,NA,0,53.37,2249695,"Deaths",0
2020-06-19,"8:00 AM","Odisha",NA,NA,0.24,69.68,46356334,"Deaths",11
2020-06-19,"8:00 AM","Puducherry",NA,NA,2.58,40.22,1413542,"Deaths",7
2020-06-19,"8:00 AM","Punjab",NA,NA,2.3,71.09,30141373,"Deaths",83
2020-06-19,"8:00 AM","Rajasthan",NA,NA,2.33,77.52,81032689,"Deaths",323
2020-06-19,"8:00 AM","Sikkim",NA,NA,0,7.14,690251,"Deaths",0
2020-06-19,"8:00 AM","Tamil Nadu",NA,NA,1.19,54.73,77841267,"Deaths",625
2020-06-19,"8:00 AM","Telangana",NA,NA,3.24,54.77,39362732,"Deaths",195
2020-06-19,"8:00 AM","Tripura",NA,NA,0.09,55.32,4169794,"Deaths",1
2020-06-19,"8:00 AM","Uttarakhand",NA,NA,1.24,65.94,11250858,"Deaths",26
2020-06-19,"8:00 AM","Uttar Pradesh",NA,NA,3.06,60.86,237882725,"Deaths",465
2020-06-19,"8:00 AM","West Bengal",NA,NA,4.07,54.97,99609303,"Deaths",518
2020-06-19,"8:00 AM","Cases being reassigned to states",NA,NA,0,0,NA,"Deaths",0
2020-06-20,"8:00 AM","Andaman and Nicobar Islands",NA,NA,0,77.78,NA,"Deaths",0
2020-06-20,"8:00 AM","Andhra Pradesh",NA,NA,1.21,49.2,53903393,"Deaths",96
2020-06-20,"8:00 AM","Arunachal Pradesh",NA,NA,0,10.68,1570458,"Deaths",0
2020-06-20,"8:00 AM","Assam",NA,NA,0.18,61.97,35607039,"Deaths",9
2020-06-20,"8:00 AM","Bihar",NA,NA,0.7,70.99,124799926,"Deaths",50
2020-06-20,"8:00 AM","Chandigarh",NA,NA,1.57,82.68,1158473,"Deaths",6
2020-06-20,"8:00 AM","Chhattisgarh",NA,NA,0.49,65.63,29436231,"Deaths",10
2020-06-20,"8:00 AM","Dadra and Nagar Haveli and Daman and Diu",NA,NA,0,22.58,NA,"Deaths",0
2020-06-20,"8:00 AM","Delhi",NA,NA,3.83,44.37,18710922,"Deaths",2035
2020-06-20,"8:00 AM","Goa",NA,NA,0,16.28,1586250,"Deaths",0
2020-06-20,"8:00 AM","Gujarat",NA,NA,6.19,69.47,63872399,"Deaths",1618
2020-06-20,"8:00 AM","Haryana",NA,NA,1.48,50.18,28204692,"Deaths",144
2020-06-20,"8:00 AM","Himachal Pradesh",NA,NA,1.29,62.68,7451955,"Deaths",8
2020-06-20,"8:00 AM","Jammu and Kashmir",NA,NA,1.32,56.23,13606320,"Deaths",75
2020-06-20,"8:00 AM","Jharkhand",NA,NA,0.56,67.79,NA,"Deaths",11
2020-06-20,"8:00 AM","Karnataka",NA,NA,1.5,62.92,67562686,"Deaths",124
2020-06-20,"8:00 AM","Kerala",NA,NA,0.72,51.89,35699443,"Deaths",21
2020-06-20,"8:00 AM","Ladakh",NA,NA,0.13,12.77,289023,"Deaths",1
2020-06-20,"8:00 AM","Madhya Pradesh",NA,NA,4.27,75.53,85358965,"Deaths",495
2020-06-20,"8:00 AM","Maharashtra",NA,NA,4.74,50.49,123144223,"Deaths",5893
2020-06-20,"8:00 AM","Manipur",NA,NA,0,32.01,3091545,"Deaths",0
2020-06-20,"8:00 AM","Meghalaya",NA,NA,2.27,75,3366710,"Deaths",1
2020-06-20,"8:00 AM","Mizoram",NA,NA,0,0.77,1239244,"Deaths",0
2020-06-20,"8:00 AM","Nagaland",NA,NA,0,63.13,2249695,"Deaths",0
2020-06-20,"8:00 AM","Odisha",NA,NA,0.24,70.49,46356334,"Deaths",11
2020-06-20,"8:00 AM","Puducherry",NA,NA,2.45,41.26,1413542,"Deaths",7
2020-06-20,"8:00 AM","Punjab",NA,NA,2.4,68.79,30141373,"Deaths",92
2020-06-20,"8:00 AM","Rajasthan",NA,NA,2.35,77.68,81032689,"Deaths",333
2020-06-20,"8:00 AM","Sikkim",NA,NA,0,7.14,690251,"Deaths",0
2020-06-20,"8:00 AM","Tamil Nadu",NA,NA,1.22,55.6,77841267,"Deaths",666
2020-06-20,"8:00 AM","Telangana",NA,NA,3.03,51.38,39362732,"Deaths",198
2020-06-20,"8:00 AM","Tripura",NA,NA,0.08,55.77,4169794,"Deaths",1
2020-06-20,"8:00 AM","Uttarakhand",NA,NA,1.19,65.82,11250858,"Deaths",26
2020-06-20,"8:00 AM","Uttar Pradesh",NA,NA,3.09,61.06,237882725,"Deaths",488
2020-06-20,"8:00 AM","West Bengal",NA,NA,4.04,55.79,99609303,"Deaths",529
2020-06-20,"8:00 AM","Cases being reassigned to states",NA,NA,0,0,NA,"Deaths",0
2020-06-21,"8:00 AM","Andaman and Nicobar Islands",NA,NA,0,76.6,NA,"Deaths",0
2020-06-21,"8:00 AM","Andhra Pradesh",NA,NA,1.19,48.64,53903393,"Deaths",101
2020-06-21,"8:00 AM","Arunachal Pradesh",NA,NA,0,10.37,1570458,"Deaths",0
2020-06-21,"8:00 AM","Assam",NA,NA,0.18,61.97,35607039,"Deaths",9
2020-06-21,"8:00 AM","Bihar",NA,NA,0.69,73.4,124799926,"Deaths",52
2020-06-21,"8:00 AM","Chandigarh",NA,NA,1.49,78.22,1158473,"Deaths",6
2020-06-21,"8:00 AM","Chhattisgarh",NA,NA,0.54,68.3,29436231,"Deaths",11
2020-06-21,"8:00 AM","Dadra and Nagar Haveli and Daman and Diu",NA,NA,0,38.24,NA,"Deaths",0
2020-06-21,"8:00 AM","Delhi",NA,NA,3.72,55.15,18710922,"Deaths",2112
2020-06-21,"8:00 AM","Goa",NA,NA,0,17.11,1586250,"Deaths",0
2020-06-21,"8:00 AM","Gujarat",NA,NA,6.14,70.07,63872399,"Deaths",1638
2020-06-21,"8:00 AM","Haryana",NA,NA,1.46,50.16,28204692,"Deaths",149
2020-06-21,"8:00 AM","Himachal Pradesh",NA,NA,1.22,62.96,7451955,"Deaths",8
2020-06-21,"8:00 AM","Jammu and Kashmir",NA,NA,1.39,57.18,13606320,"Deaths",81
2020-06-21,"8:00 AM","Jharkhand",NA,NA,0.56,67.94,NA,"Deaths",11
2020-06-21,"8:00 AM","Karnataka",NA,NA,1.52,61.99,67562686,"Deaths",132
2020-06-21,"8:00 AM","Kerala",NA,NA,0.69,51.6,35699443,"Deaths",21
2020-06-21,"8:00 AM","Ladakh",NA,NA,0.12,14,289023,"Deaths",1
2020-06-21,"8:00 AM","Madhya Pradesh",NA,NA,4.27,75.74,85358965,"Deaths",501
2020-06-21,"8:00 AM","Maharashtra",NA,NA,4.67,50.04,123144223,"Deaths",5984
2020-06-21,"8:00 AM","Manipur",NA,NA,0,29.86,3091545,"Deaths",0
2020-06-21,"8:00 AM","Meghalaya",NA,NA,2.27,75,3366710,"Deaths",1
2020-06-21,"8:00 AM","Mizoram",NA,NA,0,6.43,1239244,"Deaths",0
2020-06-21,"8:00 AM","Nagaland",NA,NA,0,68.66,2249695,"Deaths",0
2020-06-21,"8:00 AM","Odisha",NA,NA,0.25,72.78,46356334,"Deaths",12
2020-06-21,"8:00 AM","Puducherry",NA,NA,2.45,41.26,1413542,"Deaths",7
2020-06-21,"8:00 AM","Punjab",NA,NA,2.48,67.76,30141373,"Deaths",98
2020-06-21,"8:00 AM","Rajasthan",NA,NA,2.32,77.56,81032689,"Deaths",337
2020-06-21,"8:00 AM","Sikkim",NA,NA,0,35.71,690251,"Deaths",0
2020-06-21,"8:00 AM","Tamil Nadu",NA,NA,1.24,55.09,77841267,"Deaths",704
2020-06-21,"8:00 AM","Telangana",NA,NA,2.87,49.58,39362732,"Deaths",203
2020-06-21,"8:00 AM","Tripura",NA,NA,0.08,57.34,4169794,"Deaths",1
2020-06-21,"8:00 AM","Uttarakhand",NA,NA,1.17,63.02,11250858,"Deaths",27
2020-06-21,"8:00 AM","Uttar Pradesh",NA,NA,3.06,60.23,237882725,"Deaths",507
2020-06-21,"8:00 AM","West Bengal",NA,NA,3.99,58.13,99609303,"Deaths",540
2020-06-21,"8:00 AM","Cases being reassigned to states",NA,NA,0,0,NA,"Deaths",0
2020-06-22,"8:00 AM","Andaman and Nicobar Islands",NA,NA,0,77.08,NA,"Deaths",0
2020-06-22,"8:00 AM","Andhra Pradesh",NA,NA,1.18,48.13,53903393,"Deaths",106
2020-06-22,"8:00 AM","Arunachal Pradesh",NA,NA,0,11.11,1570458,"Deaths",0
2020-06-22,"8:00 AM","Assam",NA,NA,0.17,62.36,35607039,"Deaths",9
2020-06-22,"8:00 AM","Bihar",NA,NA,0.7,73.31,124799926,"Deaths",53
2020-06-22,"8:00 AM","Chandigarh",NA,NA,1.48,77.83,1158473,"Deaths",6
2020-06-22,"8:00 AM","Chhattisgarh",NA,NA,0.48,63.6,29436231,"Deaths",11
2020-06-22,"8:00 AM","Dadra and Nagar Haveli and Daman and Diu",NA,NA,0,29.55,NA,"Deaths",0
2020-06-22,"8:00 AM","Delhi",NA,NA,3.64,55.26,18710922,"Deaths",2175
2020-06-22,"8:00 AM","Goa",NA,NA,0,17.11,1586250,"Deaths",0
2020-06-22,"8:00 AM","Gujarat",NA,NA,6.1,70.98,63872399,"Deaths",1663
2020-06-22,"8:00 AM","Haryana",NA,NA,1.5,52.25,28204692,"Deaths",160
2020-06-22,"8:00 AM","Himachal Pradesh",NA,NA,1.19,63.15,7451955,"Deaths",8
2020-06-22,"8:00 AM","Jammu and Kashmir",NA,NA,1.38,56.78,13606320,"Deaths",82
2020-06-22,"8:00 AM","Jharkhand",NA,NA,0.53,67.82,NA,"Deaths",11
2020-06-22,"8:00 AM","Karnataka",NA,NA,1.5,61.4,67562686,"Deaths",137
2020-06-22,"8:00 AM","Kerala",NA,NA,0.66,52.36,35699443,"Deaths",21
2020-06-22,"8:00 AM","Ladakh",NA,NA,0.12,16.01,289023,"Deaths",1
2020-06-22,"8:00 AM","Madhya Pradesh",NA,NA,4.33,75.74,85358965,"Deaths",515
2020-06-22,"8:00 AM","Maharashtra",NA,NA,4.67,49.78,123144223,"Deaths",6170
2020-06-22,"8:00 AM","Manipur",NA,NA,0,29.73,3091545,"Deaths",0
2020-06-22,"8:00 AM","Meghalaya",NA,NA,2.27,75,3366710,"Deaths",1
2020-06-22,"8:00 AM","Mizoram",NA,NA,0,6.38,1239244,"Deaths",0
2020-06-22,"8:00 AM","Nagaland",NA,NA,0,66.82,2249695,"Deaths",0
2020-06-22,"8:00 AM","Odisha",NA,NA,0.27,72.09,46356334,"Deaths",14
2020-06-22,"8:00 AM","Puducherry",NA,NA,2.19,38.25,1413542,"Deaths",8
2020-06-22,"8:00 AM","Punjab",NA,NA,2.43,66.27,30141373,"Deaths",99
2020-06-22,"8:00 AM","Rajasthan",NA,NA,2.34,77.68,81032689,"Deaths",349
2020-06-22,"8:00 AM","Sikkim",NA,NA,0,32.05,690251,"Deaths",0
2020-06-22,"8:00 AM","Tamil Nadu",NA,NA,1.27,55.16,77841267,"Deaths",757
2020-06-22,"8:00 AM","Telangana",NA,NA,2.69,47.82,39362732,"Deaths",210
2020-06-22,"8:00 AM","Tripura",NA,NA,0.08,62.16,4169794,"Deaths",1
2020-06-22,"8:00 AM","Uttarakhand",NA,NA,1.15,63.99,11250858,"Deaths",27
2020-06-22,"8:00 AM","Uttar Pradesh",NA,NA,3.1,62.01,237882725,"Deaths",550
2020-06-22,"8:00 AM","West Bengal",NA,NA,3.98,59.5,99609303,"Deaths",555
2020-06-22,"8:00 AM","Cases being reassigned to states",NA,NA,0,0,NA,"Deaths",0
2020-06-23,"8:00 AM","Andaman and Nicobar Islands",NA,NA,0,77.08,NA,"Deaths",0
2020-06-23,"8:00 AM","Andhra Pradesh",NA,NA,1.18,47.96,53903393,"Deaths",111
2020-06-23,"8:00 AM","Arunachal Pradesh",NA,NA,0,15.11,1570458,"Deaths",0
2020-06-23,"8:00 AM","Assam",NA,NA,0.16,63.03,35607039,"Deaths",9
2020-06-23,"8:00 AM","Bihar",NA,NA,0.7,73.88,124799926,"Deaths",55
2020-06-23,"8:00 AM","Chandigarh",NA,NA,1.46,78.35,1158473,"Deaths",6
2020-06-23,"8:00 AM","Chhattisgarh",NA,NA,0.52,65.7,29436231,"Deaths",12
2020-06-23,"8:00 AM","Dadra and Nagar Haveli and Daman and Diu",NA,NA,0,29.67,NA,"Deaths",0
2020-06-23,"8:00 AM","Delhi",NA,NA,3.56,58.42,18710922,"Deaths",2233
2020-06-23,"8:00 AM","Goa",NA,NA,0.12,17.59,1586250,"Deaths",1
2020-06-23,"8:00 AM","Gujarat",NA,NA,6.05,71.55,63872399,"Deaths",1684
2020-06-23,"8:00 AM","Haryana",NA,NA,1.53,53.66,28204692,"Deaths",169
2020-06-23,"8:00 AM","Himachal Pradesh",NA,NA,1.1,60.11,7451955,"Deaths",8
2020-06-23,"8:00 AM","Jammu and Kashmir",NA,NA,1.4,58,13606320,"Deaths",85
2020-06-23,"8:00 AM","Jharkhand",NA,NA,0.51,68.74,NA,"Deaths",11
2020-06-23,"8:00 AM","Karnataka",NA,NA,1.51,60.96,67562686,"Deaths",142
2020-06-23,"8:00 AM","Kerala",NA,NA,0.63,52.84,35699443,"Deaths",21
2020-06-23,"8:00 AM","Ladakh",NA,NA,0.12,16.06,289023,"Deaths",1
2020-06-23,"8:00 AM","Madhya Pradesh",NA,NA,4.31,76.3,85358965,"Deaths",521
2020-06-23,"8:00 AM","Maharashtra",NA,NA,4.63,49.86,123144223,"Deaths",6283
2020-06-23,"8:00 AM","Manipur",NA,NA,0,27.84,3091545,"Deaths",0
2020-06-23,"8:00 AM","Meghalaya",NA,NA,2.27,84.09,3366710,"Deaths",1
2020-06-23,"8:00 AM","Mizoram",NA,NA,0,6.38,1239244,"Deaths",0
2020-06-23,"8:00 AM","Nagaland",NA,NA,0,50.36,2249695,"Deaths",0
2020-06-23,"8:00 AM","Odisha",NA,NA,0.28,72.85,46356334,"Deaths",15
2020-06-23,"8:00 AM","Puducherry",NA,NA,2.09,38.9,1413542,"Deaths",8
2020-06-23,"8:00 AM","Punjab",NA,NA,2.38,66.71,30141373,"Deaths",101
2020-06-23,"8:00 AM","Rajasthan",NA,NA,2.34,78.19,81032689,"Deaths",356
2020-06-23,"8:00 AM","Sikkim",NA,NA,0,37.18,690251,"Deaths",0
2020-06-23,"8:00 AM","Tamil Nadu",NA,NA,1.28,54.94,77841267,"Deaths",794
2020-06-23,"8:00 AM","Telangana",NA,NA,2.5,46.17,39362732,"Deaths",217
2020-06-23,"8:00 AM","Tripura",NA,NA,0.08,63.22,4169794,"Deaths",1
2020-06-23,"8:00 AM","Uttarakhand",NA,NA,1.17,63.32,11250858,"Deaths",28
2020-06-23,"8:00 AM","Uttar Pradesh",NA,NA,3.11,63.32,237882725,"Deaths",569
2020-06-23,"8:00 AM","West Bengal",NA,NA,3.96,60.5,99609303,"Deaths",569
2020-06-23,"8:00 AM","Cases being reassigned to states",NA,NA,0,0,NA,"Deaths",0
2020-06-24,"8:00 AM","Andaman and Nicobar Islands",NA,NA,0,80,NA,"Deaths",0
2020-06-24,"8:00 AM","Andhra Pradesh",NA,NA,1.19,45.98,53903393,"Deaths",119
2020-06-24,"8:00 AM","Arunachal Pradesh",NA,NA,0,14.86,1570458,"Deaths",0
2020-06-24,"8:00 AM","Assam",NA,NA,0.15,64.52,35607039,"Deaths",9
2020-06-24,"8:00 AM","Bihar",NA,NA,0.69,74.87,124799926,"Deaths",56
2020-06-24,"8:00 AM","Chandigarh",NA,NA,1.44,77.03,1158473,"Deaths",6
2020-06-24,"8:00 AM","Chhattisgarh",NA,NA,0.51,65.75,29436231,"Deaths",12
2020-06-24,"8:00 AM","Dadra and Nagar Haveli and Daman and Diu",NA,NA,0,24.17,NA,"Deaths",0
2020-06-24,"8:00 AM","Delhi",NA,NA,3.45,59.03,18710922,"Deaths",2301
2020-06-24,"8:00 AM","Goa",NA,NA,0.11,22.55,1586250,"Deaths",1
2020-06-24,"8:00 AM","Gujarat",NA,NA,6.03,72.3,63872399,"Deaths",1710
2020-06-24,"8:00 AM","Haryana",NA,NA,1.55,56.41,28204692,"Deaths",178
2020-06-24,"8:00 AM","Himachal Pradesh",NA,NA,1.03,57.16,7451955,"Deaths",8
2020-06-24,"8:00 AM","Jammu and Kashmir",NA,NA,1.4,58.4,13606320,"Deaths",87
2020-06-24,"8:00 AM","Jharkhand",NA,NA,0.5,69.57,NA,"Deaths",11
2020-06-24,"8:00 AM","Karnataka",NA,NA,1.54,61.76,67562686,"Deaths",150
2020-06-24,"8:00 AM","Kerala",NA,NA,0.64,52.42,35699443,"Deaths",22
2020-06-24,"8:00 AM","Ladakh",NA,NA,0.11,15.88,289023,"Deaths",1
2020-06-24,"8:00 AM","Madhya Pradesh",NA,NA,4.28,76.14,85358965,"Deaths",525
2020-06-24,"8:00 AM","Maharashtra",NA,NA,4.7,50.09,123144223,"Deaths",6531
2020-06-24,"8:00 AM","Manipur",NA,NA,0,28.01,3091545,"Deaths",0
2020-06-24,"8:00 AM","Meghalaya",NA,NA,2.17,80.43,3366710,"Deaths",1
2020-06-24,"8:00 AM","Mizoram",NA,NA,0,6.34,1239244,"Deaths",0
2020-06-24,"8:00 AM","Nagaland",NA,NA,0,42.73,2249695,"Deaths",0
2020-06-24,"8:00 AM","Odisha",NA,NA,0.31,72.91,46356334,"Deaths",17
2020-06-24,"8:00 AM","Puducherry",NA,NA,2.24,41.04,1413542,"Deaths",9
2020-06-24,"8:00 AM","Punjab",NA,NA,2.39,69.3,30141373,"Deaths",105
2020-06-24,"8:00 AM","Rajasthan",NA,NA,2.34,78.15,81032689,"Deaths",365
2020-06-24,"8:00 AM","Sikkim",NA,NA,0,36.71,690251,"Deaths",0
2020-06-24,"8:00 AM","Tamil Nadu",NA,NA,1.29,54.7,77841267,"Deaths",833
2020-06-24,"8:00 AM","Telangana",NA,NA,2.3,44.22,39362732,"Deaths",220
2020-06-24,"8:00 AM","Tripura",NA,NA,0.08,64.1,4169794,"Deaths",1
2020-06-24,"8:00 AM","Uttarakhand",NA,NA,1.18,63.2,11250858,"Deaths",30
2020-06-24,"8:00 AM","Uttar Pradesh",NA,NA,3.11,64.13,237882725,"Deaths",588
2020-06-24,"8:00 AM","West Bengal",NA,NA,3.94,62.59,99609303,"Deaths",580
2020-06-24,"8:00 AM","Cases being reassigned to states",NA,NA,0,0,NA,"Deaths",0
2020-06-25,"8:00 AM","Andaman and Nicobar Islands",NA,NA,0,76.79,NA,"Deaths",0
2020-06-25,"8:00 AM","Andhra Pradesh",NA,NA,1.2,46.26,53903393,"Deaths",124
2020-06-25,"8:00 AM","Arunachal Pradesh",NA,NA,0,24.05,1570458,"Deaths",0
2020-06-25,"8:00 AM","Assam",NA,NA,0.15,63.86,35607039,"Deaths",9
2020-06-25,"8:00 AM","Bihar",NA,NA,0.69,74.47,124799926,"Deaths",57
2020-06-25,"8:00 AM","Chandigarh",NA,NA,1.43,76.9,1158473,"Deaths",6
2020-06-25,"8:00 AM","Chhattisgarh",NA,NA,0.5,67.26,29436231,"Deaths",12
2020-06-25,"8:00 AM","Dadra and Nagar Haveli and Daman and Diu",NA,NA,0,25,NA,"Deaths",0
2020-06-25,"8:00 AM","Delhi",NA,NA,3.36,58.87,18710922,"Deaths",2365
2020-06-25,"8:00 AM","Goa",NA,NA,0.21,30.39,1586250,"Deaths",2
2020-06-25,"8:00 AM","Gujarat",NA,NA,5.99,72.86,63872399,"Deaths",1735
2020-06-25,"8:00 AM","Haryana",NA,NA,1.57,57.66,28204692,"Deaths",188
2020-06-25,"8:00 AM","Himachal Pradesh",NA,NA,0.99,57.82,7451955,"Deaths",8
2020-06-25,"8:00 AM","Jammu and Kashmir",NA,NA,1.37,59.45,13606320,"Deaths",88
2020-06-25,"8:00 AM","Jharkhand",NA,NA,0.5,71.14,NA,"Deaths",11
2020-06-25,"8:00 AM","Karnataka",NA,NA,1.62,60.79,67562686,"Deaths",164
2020-06-25,"8:00 AM","Kerala",NA,NA,0.61,52.4,35699443,"Deaths",22
2020-06-25,"8:00 AM","Ladakh",NA,NA,0.11,29.12,289023,"Deaths",1
2020-06-25,"8:00 AM","Madhya Pradesh",NA,NA,4.29,76.1,85358965,"Deaths",534
2020-06-25,"8:00 AM","Maharashtra",NA,NA,4.72,51.64,123144223,"Deaths",6739
2020-06-25,"8:00 AM","Manipur",NA,NA,0,33.81,3091545,"Deaths",0
2020-06-25,"8:00 AM","Meghalaya",NA,NA,2.17,91.3,3366710,"Deaths",1
2020-06-25,"8:00 AM","Mizoram",NA,NA,0,13.38,1239244,"Deaths",0
2020-06-25,"8:00 AM","Nagaland",NA,NA,0,42.65,2249695,"Deaths",0
2020-06-25,"8:00 AM","Odisha",NA,NA,0.3,71.68,46356334,"Deaths",17
2020-06-25,"8:00 AM","Puducherry",NA,NA,1.95,38.18,1413542,"Deaths",9
