"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29"
"Antigua & Barbuda",-0.0802580620702187,0.0333777259346871,0.00581542344577779,0.0584346195568664,0.00560079959411178,0.022226807924707,-0.0258274348830012,0.0011423126238008,-0.0828280688841965,-0.0346650738532708,0.047704788453793,0.0574463635316178,-0.13983498592621,0.0469034040007606,-0.0234212740417917,-0.00883684725754348,0.0994974166864926,0.0158502455946314,0.0349776008448341,0.00825205344997827,0.0721955943909016,-0.0389694495552257,0.00852239444902318,0.0753540177595652,-0.0318686789779496,0.0074314504532352,0.0485338841981627,-0.0529149057700978,0.00573820335351097
"China",-0.0763147737453087,0.0225196786401503,-0.0599829286261405,-0.0817836802425611,0.0593657410943788,-0.0215989303956913,-0.0810784473949506,0.00988934804353585,0.0209941859028851,0.20418753455262,0.0210700174245363,0.00932507423956644,-0.00502823271876356,0.0141763182730106,0.0498548693333315,0.0313247809687596,0.0697814216062013,0.0106339589817291,-0.13179054689893,0.0617121080582245,-0.0824697322653443,0.125822175011896,-0.0176358557683456,0.0901625138895405,-0.154490435040564,-0.046766125327327,-0.0967933426726945,-0.0486450165421166,0.0367130581127305
"Congo - Brazzaville",-0.0808320001901752,0.0335012627143143,-0.00731696288555242,-0.0024127199939109,-0.0145899324243258,0.0157179597738911,-0.0317093043952526,0.0122746687998126,-0.00446443816468778,-0.0122915113963136,-0.0129879589716585,-0.0147806663904294,0.0167184844098227,-0.00158547535648149,0.00168103464322581,0.0710585634342206,0.00012792632065909,-0.015420495395744,-0.056115135739317,0.0135544710041881,-0.00244701789944011,-0.023903752599427,-0.0233162046650656,0.0161444778353774,0.0241352519587197,-0.0495728803434484,0.0463763105112847,0.00223413277710625,0.0311475924080893
"Dominica",-0.0735468908493065,0.0675321008513749,0.118339159140885,-0.0655086187739263,0.165229387762559,0.139786196877296,-0.0616605214153609,0.016877755143358,0.0340366321447732,-0.0293246255380029,-0.0551442938536774,-0.0191921702595509,-0.189858241490692,-0.033607719354571,-0.0850441232395186,0.0704506760646313,-0.0116267924657767,-0.161039010616022,-0.0598741353548609,0.0578791911137571,-0.0296725215174869,-0.106999669176909,-0.0414558913723274,0.0618632029245844,-0.0782805243293433,0.0605193674048599,-0.030938392032483,-0.0188902656687092,-0.0556788801051673
"German Democratic Republic",-0.0721699869121183,0.0538624218346514,-0.0172250880013073,-0.213400498820883,0.1322927406567,-0.0371090753009952,0.264246092146077,-0.273342456094781,-0.0669887855402167,-0.136913227660815,0.0427997215320468,-0.01008775146456,-0.168073645990271,0.0554763357652867,0.18051815121703,0.112559754541716,-0.0697309955540754,0.130269951168436,0.0324392849936171,0.00092888068912079,-0.0939777052662439,-0.00830671919041607,-0.112038113248496,0.0886944842321792,0.146797326708178,0.183347413226974,-0.112368024524423,0.109590464551469,-0.141943397558448
"Guinea",-0.0819499592394372,0.0297224509085836,-0.0174201240917824,-0.0176179914678673,-0.0187932833782836,-0.00177306624121816,-0.0334632079524492,0.00506699681884222,0.0115001788867827,-0.0265409348614843,-0.0101568989997577,-0.0171679106035938,0.00264588231988649,-0.0292199656236708,-0.0241308002663304,0.0426818431661918,0.0217088175956914,0.0462452141791731,-0.0355675833975796,-0.00920453257254118,0.0249767302629799,0.0314889163861357,-0.0307720330022465,0.0444953036301891,0.0127963405932259,0.0096811880856293,0.0346412466757397,0.0412961451113237,-0.031980173680441
"Jordan",-0.081431107017013,0.0369179489283245,-0.0159551074527048,-0.0130105619188873,-0.0406162554767421,-0.0159135000467407,-0.0237789607585268,0.0137189000432594,0.00376877820948745,-0.0519085704210249,-0.0212705998490842,0.000568949122566585,0.0629755495562724,-0.0271042639109918,0.00489104786871529,0.0201145334167446,-0.0709174815912125,0.0361114310993866,-0.0613516002292448,0.0227933696415786,-0.0132317180409399,0.0316785426924624,-0.00541044657124806,0.021234996866384,-0.0987828624560688,0.0275368899140239,-0.0169689695100231,0.0118526466240444,0.0189561504447548
"Kuwait",-0.0824815630390351,0.0364639335207923,-0.0226680334245788,-0.01516314995941,-0.0377532173570521,-0.0177912950228617,-0.022058985809707,-0.0173431212357247,-0.000584788318557652,-0.0251425785003632,-0.0021714264351567,0.0104792199968177,0.00720163052899595,0.0400301530947383,-0.00252577735594484,-0.0908900900042443,-0.105716896250702,-0.0430193824881647,0.0461382557032967,0.0301350121494189,0.0072342525040999,-0.0116453504058409,-0.0312433311121776,-0.0226288024770341,-0.00807302717272878,0.0397343242916065,0.00185352141660328,-0.0445368847695528,-0.00541244497250019
"Libya",-0.0809948388378332,0.0375516228116128,-0.0196569746822785,-0.0145654632891939,-0.0377261482562034,-0.0106561435094688,-0.0215902621973974,0.0120262777650274,-0.0148380792606224,-0.0423400385400823,-0.0125966491114963,-0.00343818656952407,-0.0137095149784122,0.00713262878992534,-0.0372961655647891,0.0168555442712631,-0.0849451875900984,0.0433161817132334,-0.0212371607041748,0.00712384288911503,0.0501843251958194,-0.0334067774760302,-0.0626480765711904,0.023060844186888,-0.00755109658132785,-0.0480244985913442,-0.0109883510511652,0.0487971715061435,-0.0227223960090454
"Malaysia",-0.0813015671279102,0.0317528132049671,-0.0193292388468921,-0.00476539381197387,-0.034054802329949,-0.00591977015446765,-0.0417508199872107,0.0117673800535869,0.0031302377324491,-0.046105517061283,-0.0131038761100418,-0.023797548922206,0.0751970569825941,-0.0871208281690685,0.0171743966070868,0.0644563258764113,-0.0401414798264502,0.042468746332964,0.00482309220467702,-0.0241901860854637,-0.0282359964876267,0.0400704433383999,0.0340422142591316,0.00327916692982418,-0.0804087348751216,0.00947924642787657,-0.0325837734667975,0.0203538237040002,-0.0399532970138866
"Mali",-0.0812742619794301,0.0267639202005157,-0.0239640904280328,-0.0195993803858921,-0.0180350058837291,-0.0208019164392194,-0.0154189588152076,0.000927688204822469,0.0142542391243073,0.0215144715600837,-0.0267220214520212,-0.0172588312825208,0.0286765481134472,-0.0236042781759051,-0.0183116504253902,-0.0300075831410475,-0.0291897698997592,-0.0218423525018639,-0.0580693569910791,0.0136995819224279,-0.0305538538410019,0.0298334512052721,-0.0344198086051984,0.0928011401519361,-0.0497508981339904,-0.0550917079965511,-0.0620227468435301,0.0234926361924208,-0.0359232338413637
"Mauritania",-0.0818912469723686,0.0323066151185956,-0.0164854104217444,-0.0140549644890243,-0.0309916394127461,-0.00467471296124182,-0.025617329677386,0.00504210239669254,-0.0126665003934769,-0.0271864060551137,-0.0104887008497571,0.00703007306775045,0.0257067830364234,0.010386206871899,0.000357177748492116,0.0303388764281231,-0.0621583754421911,-0.0351877379967327,0.0101111789903266,-0.00904432377513388,-0.0030009269094108,0.0778100031452728,-0.0508785276882148,-0.0915800601146236,-0.0623617861793727,0.0315350617341061,0.0253341342774056,-0.0857688744851323,0.0120003054682643
"Monaco",-0.0558232633024254,-0.139645770093819,-0.0942624851072549,0.0382059050055308,0.147844222835266,-0.0649240634805646,-0.0296455419892083,0.0370156491344414,-0.0265203956649962,-0.0479957118030295,-0.410825213325286,0.275271518440019,0.0600339307232899,0.0450039700589582,0.0675266788915272,-0.0163612284101132,0.0510060736615325,0.0217659070710572,0.0720762895543833,-0.053388351133739,-0.0954465836842958,0.018186187555459,-0.0461661768131564,0.058983668434836,-0.0274477206457739,0.0164437328672138,-0.0475530189187412,-0.0593795744938167,0.039715176187859
"Mongolia",-0.0752197795488539,0.0502883587100228,0.0354364007982553,-0.128389934565684,0.0871120544045808,0.0923859195997164,0.063933837808827,0.10358420301005,-0.0784705397267443,-0.106261034659295,-0.00532306600268756,-0.0241903602591272,-0.0358400789508804,-0.00929161291650048,0.0357726754446028,-0.0385016210583784,0.0448325925901342,0.103897367975112,-0.0534237022958769,0.0254540114921624,-0.0480213899810556,0.0109884269153402,-0.122720562786942,-0.112153666852419,-0.0367119838904061,-0.0862388433263556,0.014284197113352,0.0831037646310572,0.0342402061800539
"Morocco",-0.0807704603617718,0.0293501465586088,-0.0294807441085964,-0.0036020585550907,-0.0368855827140762,0.00901549442839541,-0.0220145593156966,-0.00366513649016591,0.0249840468291525,-0.0162233767970519,-0.00503351445272177,0.0217875283440777,0.0506286325392517,-0.0239395592312637,-0.0231076757655973,-0.00266670969775973,-0.137281190835413,-0.0114727854163715,0.052061869824261,-0.030136465177822,0.0168729770407385,-0.0277684315731886,-0.0244396567137181,-0.0351588559819007,-0.0749877349426479,-0.00701020474143343,0.0149840185161661,0.013106126057566,0.0334308298104961
"Mozambique",-0.0839901609467601,0.0280216512331204,-0.0272898771311205,-0.0191692987160032,-0.047626185662183,-0.0252792946281077,-0.00717533061543589,0.0292309627298211,0.0623630703708809,-0.0103385682540752,-0.00491611031284684,-0.0241731347448512,-0.00620560000947312,0.00938611994460244,0.0328443379686104,0.0289066014506706,0.0148824585859122,-0.0350812353015118,-0.0128767386614107,-0.00271520923508436,-0.0290261340844098,0.0146359970063075,0.0667727879783236,0.0191210574404922,0.114336709000386,0.0116047751883973,0.0378719852248437,-0.028675093333677,0.0663030154288808
"Oman",-0.0818645744098411,0.0379256014788086,-0.0282732708647383,-0.0131270179938529,-0.0337299891308166,-0.0332422363198516,-0.0604973876749322,-0.0132056144522474,0.0113197089614419,-0.0455234282436489,0.0071941682453219,-0.00969494177014727,0.0164179626473717,-0.00145129736924369,0.0200060729406406,-0.0233417452173848,-0.0735100606595199,-0.0783775827186188,0.023804652273299,0.0147608361060346,-0.0138435515153067,0.00968274201153971,-0.00224007771710261,-0.112698986836522,-0.0471487366919066,0.0394527227086907,-0.0175122351138374,-0.0477145156691649,0.0149476856291571
"Senegal",-0.0822797244533678,0.0225607621590962,-0.0210194429361635,-0.0049719804085428,-0.0224908987995187,0.0310641533535373,0.00265347053834165,0.00318292183474119,0.0341113157258019,-0.0492211106911722,0.0104811578999806,0.0155070509051655,-0.010502012515027,-0.0143202424232936,-0.0581386609923088,-0.00316288286652059,-0.0714690354930339,0.0276832684478294,0.0687434992845161,-0.0156222767683597,0.0138473909161485,0.0619426671104786,0.0390752159209769,0.0291536994275005,0.0469727522980755,0.0271187294431822,-0.109116639589362,0.0153092973779898,0.0174883498048415
"Somalia",-0.082047617673077,0.0293187070210658,-0.0172616213075901,0.00199607896458857,-0.0252312026758628,0.00785121338199075,-0.0374709001907432,-0.00034350751207369,0.00193487709593126,-0.000924913355992174,-0.000461228138333589,0.0309260471539597,0.0470895884189096,0.0406949594420709,0.000211133297426048,0.0247810174655163,-0.0765598293395299,-0.0086146034933926,-0.0431074630680052,0.0266585339637758,-0.00408255802134567,0.0426935811139217,-0.0258989807719588,0.0206084924589894,-0.0990473667665123,0.0238546841544019,0.000410977038959415,0.0659811692062563,-0.063684104521632
"St. Kitts & Nevis",-0.0785179954491248,0.0365621401006219,0.0189784251932104,0.078554004677363,-0.0057804186175248,0.0624393280503446,-0.0232025928413774,-0.0171751210221082,-0.148919650323168,0.0068278067243611,0.0154963098034236,0.0975177480844382,-0.224886574806573,-0.0263835326497247,-0.0892473048990823,0.0375379992245984,0.0387562434192746,-0.00427612945458912,0.0706573701132537,0.12246611892311,0.0651103153274704,-0.11307726255567,-0.0444476131975401,0.160881453171966,0.0439924167788972,0.0551650261800642,0.0513448823375596,-0.0883495279939715,-0.0156530081966654
"St. Lucia",-0.0801260936382744,0.0331210129983987,0.00856881880737114,0.0408545717960765,-0.0036375420730767,0.0441571416655916,-0.037839590476366,-0.00706221243880362,-0.0779266632887431,0.0178697426862702,0.0119833059359392,0.0494279294565927,-0.168619407043298,-0.0078692221756362,-0.0643414977867264,0.0501875693567604,0.0361662308523389,-0.0706078019411641,-0.0183774889730305,-0.0121743440025981,-0.023238459394331,0.0286818856582383,0.0425881406120148,0.117075281831517,-0.0594709647353792,-0.0297429110716873,0.0076984338954453,-0.0419368559351105,-0.00584053705623809
"St. Vincent & Grenadines",-0.0783242586692041,0.02834169337248,0.0136243346609725,0.0731783767596161,0.0107895085615643,0.022286347041381,-0.0092309655600032,-0.00654243860716141,-0.083621482232437,-0.0384109714782031,-0.0041018679883058,0.0163032529631616,-0.191647807126515,0.0269093150976841,-0.0614319796135913,0.00626056832084896,0.0904913004983026,-0.0685412323842177,0.0384794186458166,0.0246866709613498,0.0402042013073286,-0.0348501593768509,0.0149706806181614,0.102719654722092,-0.0654517873612815,-0.00229275093499977,-0.0485754767731792,-0.0239911632988413,-0.0315773181398376
"Sudan",-0.0804809984337485,0.0392856218398784,-0.0245444522024831,-0.00897744233442543,-0.0490294704022097,-0.018117152651278,-0.0457350971407802,-0.00523374012373921,-0.00462443297675052,-0.0386604937258217,-0.0251365476816412,0.000648045383549333,0.014706579102583,-0.00525728194716841,-0.0154013873655125,0.0334511704820251,-0.0819269786310579,0.013771354807672,-0.00859027540608207,0.0242825959947883,0.0166377272366081,0.0308430377209185,0.0141621565570621,-0.0920604107022347,-0.0560124269432267,0.00158562368372743,-0.084540395658848,-0.00058756325074869,-0.0238278964304604
"Suriname",-0.0821997370932352,0.0292395317381872,-0.0139132999615916,0.00735869480408062,-0.0218584770478422,-0.0206560998138447,-0.0280417440379257,0.0189229583590182,0.0460602813945926,-0.0191414981312569,-0.00134570975006045,-0.0163779987730135,-0.00591749010083949,-0.0437692488785892,0.0397385905811972,0.0171875395914128,0.00883175479226097,-0.0191089456704359,-0.0215724184937361,0.00678241567334644,-0.0273485836543867,0.0190836365278479,0.0898307175500467,0.00291618140564655,-0.0532032541547426,0.019537265997347,0.0251720928192814,-0.00333071557381768,-0.0238177555006348
"Tajikistan",-0.0727811707816529,-0.0498437862990189,0.0762404828262489,-0.177810130549263,0.108345633643768,0.124667091472112,-0.134688750653163,-0.0519363723029817,0.0114779727706722,0.0815513308488508,-0.505715074024231,0.238026681538568,-0.0457273624510697,-0.0311082108652457,0.069626661054096,0.0434325606370681,0.00762613142682457,0.0301891591973877,0.0374511290581659,-0.0144003368187704,0.154168504729453,0.0482605466859146,0.0874033600589165,-0.00136067317380547,0.0462598308266291,-0.120534519889613,-0.00320162419936476,-0.0782383614666336,-0.0777744513092468
"Tanzania",-0.0813383783347148,0.0343613309313986,-0.0207012241897548,-0.0199138504421779,-0.0339738828198344,-0.0183914738930941,-0.0414707967031339,0.012027600545611,0.0079436608145862,-0.0291706594178444,-0.0262949834269254,-0.01564338094476,-0.0100632020498459,0.0402146742326181,0.017920625978624,0.029422533677859,0.00436932559723708,-0.0284744833865629,-0.0430178290965138,0.0134552215244909,0.01127570812037,-0.0356863402857403,-0.00558573376869311,0.019175396572853,0.00589502980696804,-0.0245619229839479,0.00645551147832151,-0.0406832896650841,0.0588510519170523
"Tunisia",-0.0817995258084679,0.0342102144353329,-0.0174087930840013,-0.0121140171700894,-0.0297533277175818,0.0138535658782095,-0.0219897971326303,0.00582660790200642,0.013498441892034,-0.0474248857156165,0.00285284438311355,0.00487575633552686,0.00978053193182976,0.0123175149120634,-0.0330152666155982,0.00784881029449776,-0.126827103311358,0.0787912000805818,0.0568153199296025,0.0203236269638749,0.00702586289569467,0.0418900982586222,-0.0511557212054493,-0.0175431058403629,-0.131124270654049,-0.0504777781922844,-0.0504920035997142,-0.0232175185713034,0.0133796259746002
"Uganda",-0.0800024152171389,0.0366127476316343,-0.0218431440945485,-0.00754304058268336,-0.0191515449547549,-0.057894188941305,-0.0466089356448957,0.00681140110828892,0.0363853948991114,-0.0163630208718127,-0.0184278561329248,-0.0269680619328773,0.0074687767396871,0.0355976906151192,0.0447701510289494,-0.00716621072950435,-0.0173174173564382,-0.0758891002375382,-0.0133174714582292,0.0066850176758997,-0.00558739823326004,-0.0243163895865193,0.0366421005430262,0.0290261694573632,0.0463537262432321,-0.0723821268486735,-0.046236618536547,-0.0167950533034799,0.0454469248856368
