"Updated.On","State","Total.Individuals.Vaccinated","Total.Sessions.Conducted","Total.Sites","First.Dose.Administered","Second.Dose.Administered","Male.Individuals.Vaccinated.","Female.Individuals.Vaccinated.","Transgender.Individuals.Vaccinated.","Total.Covaxin.Administered","Total.CoviShield.Administered","Total.Sputnik.V.Administered","AEFI","Total.Doses.Administered","Total.Individuals.Vaccinated_Dailycalc","Population"
2021-05-04,"Maharashtra",13799328,551024,4017,13799328,2729017,7430828,6366715,1785,1842007,14686338,NA,3727,16528345,59575,123144223
2021-05-04,"Manipur",228369,11650,102,228369,63753,134397,93953,19,0,292122,NA,72,292122,9821,3091545
2021-05-04,"Meghalaya",251797,39620,340,251797,63100,127598,124181,18,0,314897,NA,252,314897,6253,3366710
2021-05-04,"Mizoram",221866,15500,44,221866,45695,111268,110589,9,0,267561,NA,592,267561,3317,1239244
2021-05-04,"Nagaland",166102,32800,172,166102,43816,98273,67817,12,0,209918,NA,34,209918,2495,2249695
2021-05-04,"Odisha",4974065,147870,883,4974065,976965,2594485,2378866,714,449638,5501392,NA,192,5951030,15161,46356334
2021-05-04,"Puducherry",172686,9000,57,172686,32174,87228,85435,23,74,204786,NA,19,204860,808,1413542
2021-05-04,"Punjab",3087605,360850,2695,3087605,468395,1748766,1338505,334,297197,3258803,NA,116,3556000,14547,30141373
2021-05-04,"Rajasthan",11108037,831495,4039,11108037,2389145,5640432,5466078,1527,690074,12807108,NA,432,13497182,99879,81032689
2021-05-04,"Sikkim",162666,8500,56,162666,47615,87549,75096,21,0,210281,NA,217,210281,650,690251
2021-05-04,"Tamil Nadu",4750360,418198,3459,4750360,1460306,2468954,2280866,540,932547,5278119,NA,117,6210666,33525,77841267
2021-05-04,"Telangana",4227755,138750,1111,4227755,653758,2151299,2075608,848,619907,4261606,NA,370,4881513,49078,39362732
2021-05-04,"Tripura",921704,97700,541,921704,385564,475575,446003,126,0,1307268,NA,60,1307268,6215,4169794
2021-05-04,"Uttar Pradesh",10544891,998553,6379,10544891,2517744,5937921,4605162,1808,1357973,11704662,NA,1124,13062635,105106,237882725
2021-05-04,"Uttarakhand",1695482,145640,673,1695482,453980,852698,842519,265,6110,2143352,NA,280,2149462,12352,11250858
2021-05-04,"West Bengal",8750404,410075,2377,8750404,2659493,4699482,4049922,1000,1204436,10205461,NA,1027,11409897,25384,99609303
2021-05-03,"India",127696675,8814219,61196,127696675,28385461,66737774,60942039,16862,14654260,141427876,NA,19921,156082136,992524,1366400000
2021-05-03,"Andaman and Nicobar Islands",94633,4000,32,94633,11617,51480,43145,8,0,106250,NA,1,106250,508,417036
2021-05-03,"Andhra Pradesh",5195851,145000,1346,5195851,1536916,2663314,2531894,643,1155229,5577538,NA,322,6732767,19458,53903393
2021-05-03,"Arunachal Pradesh",193841,17550,126,193841,58686,108792,84972,77,0,252527,NA,259,252527,3327,1570458
2021-05-03,"Assam",2096948,240270,1815,2096948,578898,1138713,957974,261,514792,2161054,NA,166,2675846,63774,35607039
2021-05-03,"Bihar",6027693,514550,2992,6027693,1205478,3103314,2923627,752,403840,6829331,NA,182,7233171,62286,124799926
2021-05-03,"Chandigarh",168672,7200,55,168672,51790,96246,72417,9,0,220462,NA,96,220462,3055,1158473
2021-05-03,"Chhattisgarh",4902668,462550,3612,4902668,781790,2391084,2511065,519,109412,5575046,NA,545,5684458,15009,29436231
2021-05-03,"Dadra and Nagar Haveli and Daman and Diu",80227,7600,67,80227,17238,47842,32382,3,0,97465,NA,85,97465,337,NA
2021-05-03,"Delhi",2676373,122850,900,2676373,739355,1551202,1124715,456,1054775,2360953,NA,810,3415728,63146,18710922
2021-05-03,"Goa",288805,7550,51,288805,74787,144181,144604,20,157,363435,NA,553,363592,4245,1586250
2021-05-03,"Gujarat",10243032,892139,6070,10243032,2723078,5445977,4795809,1246,1253962,11712148,NA,949,12966110,81801,63872399
2021-05-03,"Haryana",3279593,172602,1263,3279593,575470,1699019,1580136,438,475976,3379087,NA,825,3855063,49262,28204692
2021-05-03,"Himachal Pradesh",1595354,82800,732,1595354,278688,772384,822715,255,0,1874042,NA,655,1874042,29080,7451955
2021-05-03,"Jammu and Kashmir",2065375,180900,1562,2065375,402095,1214597,850410,368,5705,2461765,NA,102,2467470,38066,13606320
2021-05-03,"Jharkhand",2661873,234750,2054,2661873,504125,1369364,1292251,258,310644,2855354,NA,513,3165998,8761,38593948
2021-05-03,"Karnataka",8253648,649720,6155,8253648,1647403,3956396,4296182,1070,944843,8956208,NA,2501,9901051,48878,67562686
2021-05-03,"Kerala",6092349,106630,869,6092349,1419105,2761697,3329892,760,387629,7123825,NA,2321,7511454,22589,35699443
2021-05-03,"Ladakh",75744,6000,41,75744,35326,40781,34956,7,0,111070,NA,2,111070,679,289023
2021-05-03,"Lakshadweep",19460,2200,12,19460,4448,10891,8567,2,0,23908,NA,0,23908,141,65840
2021-05-03,"Madhya Pradesh",7065585,404950,2534,7065585,1162819,3774656,3290084,845,743924,7484480,NA,448,8228404,19566,85358965
2021-05-03,"Maharashtra",13739753,723175,4789,13739753,2686134,7396138,6341872,1743,1831851,14594036,NA,3715,16425887,62162,123144223
2021-05-03,"Manipur",218548,13300,107,218548,62952,129539,88992,17,0,281500,NA,72,281500,13511,3091545
2021-05-03,"Meghalaya",245544,41950,369,245544,61908,124170,121356,18,0,307452,NA,249,307452,7704,3366710
2021-05-03,"Mizoram",218549,10950,37,218549,45118,109485,109055,9,0,263667,NA,573,263667,4605,1239244
2021-05-03,"Nagaland",163607,32350,172,163607,41709,96912,66683,12,0,205316,NA,34,205316,3673,2249695
2021-05-03,"Odisha",4958904,193900,1109,4958904,961340,2585827,2372370,707,435162,5485082,NA,190,5920244,19117,46356334
2021-05-03,"Puducherry",171878,9900,60,171878,30915,86779,85077,22,74,202719,NA,19,202793,1132,1413542
2021-05-03,"Punjab",3073058,384950,2890,3073058,462020,1740137,1332593,328,294827,3240251,NA,114,3535078,25346,30141373
2021-05-03,"Rajasthan",11008158,836605,4129,11008158,2342911,5581571,5425088,1499,676497,12674572,NA,429,13351069,113915,81032689
2021-05-03,"Sikkim",162016,8500,52,162016,45738,87204,74791,21,0,207754,NA,217,207754,640,690251
2021-05-03,"Tamil Nadu",4716835,452408,3730,4716835,1418409,2450657,2265646,532,923475,5211769,NA,116,6135244,37500,77841267
2021-05-03,"Telangana",4178677,123530,918,4178677,637243,2126844,2051023,810,618758,4197162,NA,370,4815920,20587,39362732
2021-05-03,"Tripura",915489,108700,677,915489,369450,472488,442876,125,0,1284939,NA,60,1284939,5819,4169794
2021-05-03,"Uttar Pradesh",10439785,978835,6316,10439785,2445210,5876658,4561356,1771,1316011,11568984,NA,1124,12884995,105439,237882725
2021-05-03,"Uttarakhand",1683130,123150,601,1683130,434215,846099,836767,264,5133,2112212,NA,280,2117345,5230,11250858
2021-05-03,"West Bengal",8725020,510205,2952,8725020,2531077,4685336,4038697,987,1191584,10064513,NA,1024,11256097,32176,99609303
2021-05-02,"India",126704151,5396932,38359,126704151,27507360,66183753,60503747,16651,14417017,139794494,NA,19868,154211511,375181,1366400000
2021-05-02,"Andaman and Nicobar Islands",94125,1400,13,94125,11160,51165,42952,8,0,105285,NA,1,105285,123,417036
2021-05-02,"Andhra Pradesh",5176393,15400,146,5176393,1519932,2652440,2523315,638,1149985,5546340,NA,322,6696325,1433,53903393
2021-05-02,"Arunachal Pradesh",190514,6000,40,190514,56066,106824,83614,76,0,246580,NA,259,246580,604,1570458
2021-05-02,"Assam",2033174,78620,683,2033174,556725,1106977,925945,252,502560,2087339,NA,165,2589899,12644,35607039
2021-05-02,"Bihar",5965407,330208,1981,5965407,1145143,3067765,2896899,743,396195,6714355,NA,180,7110550,36682,124799926
2021-05-02,"Chandigarh",165617,6600,51,165617,50277,94656,70952,9,0,215894,NA,95,215894,2018,1158473
2021-05-02,"Chhattisgarh",4887659,459480,3551,4887659,759328,2382972,2504170,517,105360,5541627,NA,545,5646987,11638,29436231
2021-05-02,"Dadra and Nagar Haveli and Daman and Diu",79890,6350,57,79890,16729,47622,32265,3,0,96619,NA,85,96619,137,NA
2021-05-02,"Delhi",2613227,15500,122,2613227,711675,1512591,1100192,444,1015048,2309854,NA,809,3324902,1285,18710922
2021-05-02,"Goa",284560,6100,41,284560,73720,142173,142367,20,0,358280,NA,548,358280,2555,1586250
2021-05-02,"Gujarat",10161231,784839,5247,10161231,2641793,5400145,4759855,1231,1228523,11574501,NA,949,12803024,68649,63872399
2021-05-02,"Haryana",3230331,81250,585,3230331,566625,1667947,1561950,434,471634,3325322,NA,825,3796956,18717,28204692
2021-05-02,"Himachal Pradesh",1566274,28750,239,1566274,262692,758339,807688,247,2,1828964,NA,653,1828966,4002,7451955
2021-05-02,"Jammu and Kashmir",2027309,165400,1412,2027309,387763,1193509,833440,360,2234,2412838,NA,102,2415072,31320,13606320
2021-05-02,"Jharkhand",2653112,209100,1840,2653112,493687,1364039,1288816,257,306394,2840405,NA,513,3146799,5627,38593948
2021-05-02,"Karnataka",8204770,532150,5106,8204770,1612748,3929605,4274104,1061,938372,8879146,NA,2499,9817518,26280,67562686
2021-05-02,"Kerala",6069760,18200,156,6069760,1356416,2750908,3318097,755,382111,7044065,NA,2319,7426176,34,35699443
2021-05-02,"Ladakh",75065,2300,20,75065,34631,40445,34614,6,0,109696,NA,2,109696,81,289023
2021-05-02,"Lakshadweep",19319,2000,15,19319,4315,10829,8488,2,0,23634,NA,0,23634,149,65840
2021-05-02,"Madhya Pradesh",7046019,80040,459,7046019,1108945,3764322,3280855,842,732269,7422695,NA,445,8154964,2733,85358965
2021-05-02,"Maharashtra",13677591,571836,3628,13677591,2665223,7360208,6315650,1733,1822158,14520656,NA,3697,16342814,40509,123144223
2021-05-02,"Manipur",205037,2000,17,205037,61754,122989,82034,14,0,266791,NA,71,266791,2773,3091545
2021-05-02,"Meghalaya",237840,4700,46,237840,60571,120255,117568,17,0,298411,NA,245,298411,360,3366710
2021-05-02,"Mizoram",213944,0,0,213944,44886,107163,106772,9,0,258830,NA,572,258830,78,1239244
2021-05-02,"Nagaland",159934,6700,26,159934,40345,94837,65085,12,0,200279,NA,34,200279,379,2249695
2021-05-02,"Odisha",4939787,143430,862,4939787,934550,2574854,2364231,702,421843,5452494,NA,190,5874337,1640,46356334
2021-05-02,"Puducherry",170746,9500,55,170746,29354,86191,84533,22,74,200026,NA,18,200100,325,1413542
2021-05-02,"Punjab",3047712,345450,2631,3047712,450812,1725721,1321665,326,293109,3205415,NA,113,3498524,25211,30141373
2021-05-02,"Rajasthan",10894243,575794,2795,10894243,2279166,5515534,5377230,1479,663156,12510253,NA,427,13173409,58343,81032689
2021-05-02,"Sikkim",161376,2900,15,161376,43614,86866,74489,21,0,204990,NA,217,204990,12,690251
2021-05-02,"Tamil Nadu",4679335,402658,3365,4679335,1367080,2431001,2247811,523,913563,5132852,NA,116,6046415,7628,77841267
2021-05-02,"Telangana",4158090,45725,405,4158090,629721,2116527,2040756,807,618541,4169270,NA,370,4787811,157,39362732
2021-05-02,"Tripura",909670,31100,234,909670,357374,469535,440011,124,0,1267044,NA,60,1267044,2171,4169794
2021-05-02,"Uttar Pradesh",10334346,153652,1084,10334346,2371091,5815570,4517064,1712,1272354,11433083,NA,1121,12705437,3061,237882725
2021-05-02,"Uttarakhand",1677900,91550,403,1677900,427969,843391,834247,262,3951,2101918,NA,280,2105869,2926,11250858
2021-05-02,"West Bengal",8692844,180250,1029,8692844,2373480,4667838,4024023,983,1177581,9888743,NA,1021,11066324,2897,99609303
2021-05-01,"India",126328970,8022399,56966,126328970,27297355,65972485,60339903,16582,14369918,139256407,NA,19850,153626325,952018,1366400000
2021-05-01,"Andaman and Nicobar Islands",94002,3300,33,94002,11088,51106,42888,8,0,105090,NA,1,105090,509,417036
2021-05-01,"Andhra Pradesh",5174960,171700,1636,5174960,1519337,2651598,2522724,638,1149672,5544625,NA,322,6694297,62949,53903393
2021-05-01,"Arunachal Pradesh",189910,12750,96,189910,55614,106512,83322,76,0,245524,NA,259,245524,2807,1570458
2021-05-01,"Assam",2020530,216540,1725,2020530,553535,1100539,919744,247,500559,2073506,NA,165,2574065,73730,35607039
2021-05-01,"Bihar",5928725,360750,2328,5928725,1119045,3046770,2881219,736,391991,6655779,NA,180,7047770,46866,124799926
2021-05-01,"Chandigarh",163599,7800,58,163599,49617,93663,69927,9,0,213216,NA,95,213216,3528,1158473
2021-05-01,"Chhattisgarh",4876021,514315,3905,4876021,744361,2376648,2498856,517,102959,5517423,NA,545,5620382,23018,29436231
2021-05-01,"Dadra and Nagar Haveli and Daman and Diu",79753,8600,70,79753,16567,47553,32197,3,0,96320,NA,85,96320,860,NA
2021-05-01,"Delhi",2611942,89110,685,2611942,711307,1511816,1099682,444,1014760,2308489,NA,809,3323249,30291,18710922
2021-05-01,"Goa",282005,7000,48,282005,73264,140915,141071,19,0,355269,NA,547,355269,4880,1586250
2021-05-01,"Gujarat",10092582,1025900,7006,10092582,2586807,5360591,4730776,1215,1216289,11463100,NA,949,12679389,127175,63872399
2021-05-01,"Haryana",3211614,125300,975,3211614,565133,1656445,1554738,431,469669,3307078,NA,825,3776747,12579,28204692
2021-05-01,"Himachal Pradesh",1562272,63000,545,1562272,261128,756348,805679,245,2,1823398,NA,653,1823400,21017,7451955
2021-05-01,"Jammu and Kashmir",1995989,149150,1365,1995989,380250,1176433,819204,352,194,2376045,NA,102,2376239,21070,13606320
2021-05-01,"Jharkhand",2647485,163150,1499,2647485,488195,1360718,1286510,257,303722,2831958,NA,513,3135680,11492,38593948
2021-05-01,"Karnataka",8178490,631535,6053,8178490,1598453,3915651,4261784,1055,935680,8841263,NA,2499,9776943,87573,67562686
2021-05-01,"Kerala",6069726,69210,594,6069726,1355690,2750902,3318069,755,382103,7043313,NA,2319,7425416,18376,35699443
2021-05-01,"Ladakh",74984,7600,52,74984,34458,40404,34574,6,0,109442,NA,2,109442,413,289023
2021-05-01,"Lakshadweep",19170,2500,14,19170,4274,10763,8405,2,0,23444,NA,0,23444,282,65840
2021-05-01,"Madhya Pradesh",7043286,346535,2326,7043286,1103917,3762888,3279556,842,731864,7415339,NA,442,8147203,20244,85358965
2021-05-01,"Maharashtra",13637082,718001,4803,13637082,2655671,7336072,6299281,1729,1819842,14472911,NA,3690,16292753,75645,123144223
2021-05-01,"Manipur",202264,11300,89,202264,61702,121738,80512,14,0,263966,NA,71,263966,13310,3091545
2021-05-01,"Meghalaya",237480,34600,293,237480,60536,120067,117396,17,0,298016,NA,245,298016,7016,3366710
2021-05-01,"Mizoram",213866,5823,16,213866,44817,107117,106740,9,0,258683,NA,569,258683,2532,1239244
2021-05-01,"Nagaland",159555,7050,36,159555,40290,94635,64908,12,0,199845,NA,34,199845,953,2249695
2021-05-01,"Odisha",4938147,184020,958,4938147,933579,2573879,2363566,702,421482,5450244,NA,188,5871726,9950,46356334
2021-05-01,"Puducherry",170421,15020,65,170421,29147,86044,84355,22,74,199494,NA,18,199568,933,1413542
2021-05-01,"Punjab",3022501,389440,3023,3022501,443115,1711978,1310207,316,292589,3173027,NA,113,3465616,53613,30141373
2021-05-01,"Rajasthan",10835900,746370,3648,10835900,2248409,5482092,5352336,1472,654958,12429351,NA,426,13084309,38745,81032689
2021-05-01,"Sikkim",161364,4900,28,161364,43596,86858,74485,21,0,204960,NA,217,204960,281,690251
2021-05-01,"Tamil Nadu",4671707,461886,3764,4671707,1359177,2426960,2244224,523,910724,5120160,NA,115,6030884,36623,77841267
2021-05-01,"Telangana",4157933,79790,645,4157933,629611,2116446,2040680,807,618505,4169039,NA,370,4787544,6171,39362732
2021-05-01,"Tripura",907499,100350,607,907499,354071,468419,438956,124,0,1261570,NA,60,1261570,8888,4169794
2021-05-01,"Uttar Pradesh",10331285,893296,5679,10331285,2369407,5813773,4515800,1712,1271629,11429063,NA,1121,12700692,90535,237882725
2021-05-01,"Uttarakhand",1674974,105850,556,1674974,424081,841834,832878,262,3527,2095528,NA,280,2099055,9909,11250858
2021-05-01,"West Bengal",8689947,288958,1743,8689947,2368106,4666310,4022654,983,1177124,9880929,NA,1021,11058053,27720,99609303
2021-04-30,"India",125376952,8996730,64042,125376952,26621155,65445771,59914751,16430,14178643,137819464,NA,19828,151998107,1565044,1366400000
2021-04-30,"Andaman and Nicobar Islands",93493,3200,31,93493,10881,50804,42681,8,0,104374,NA,1,104374,1076,417036
2021-04-30,"Andhra Pradesh",5112011,208210,1959,5112011,1467023,2617576,2493805,630,1142028,5437006,NA,321,6579034,123600,53903393
2021-04-30,"Arunachal Pradesh",187103,14600,111,187103,54320,104933,82096,74,0,241423,NA,259,241423,4980,1570458
2021-04-30,"Assam",1946800,255340,2021,1946800,533934,1063022,883544,234,486029,1994705,NA,165,2480734,100233,35607039
2021-04-30,"Bihar",5881859,437150,2787,5881859,1085633,3019397,2861742,720,385347,6582145,NA,180,6967492,60260,124799926
2021-04-30,"Chandigarh",160071,8700,68,160071,48418,91881,68181,9,0,208489,NA,92,208489,4382,1158473
2021-04-30,"Chhattisgarh",4853003,516285,3982,4853003,717906,2364329,2488159,515,98009,5472900,NA,545,5570909,29089,29436231
2021-04-30,"Dadra and Nagar Haveli and Daman and Diu",78893,7850,70,78893,15783,47034,31856,3,0,94676,NA,85,94676,0,NA
2021-04-30,"Delhi",2581651,68640,507,2581651,690299,1495036,1086175,440,992050,2279900,NA,809,3271950,23516,18710922
2021-04-30,"Goa",277125,8820,65,277125,72593,138452,138655,18,0,349718,NA,546,349718,7376,1586250
2021-04-30,"Gujarat",9965407,944697,6653,9965407,2492347,5286177,4678032,1198,1196985,11260769,NA,948,12457754,91483,63872399
2021-04-30,"Haryana",3199035,173700,1371,3199035,559342,1649527,1549077,431,464918,3293459,NA,825,3758377,21483,28204692
2021-04-30,"Himachal Pradesh",1541255,76000,657,1541255,252086,745537,795478,240,2,1793339,NA,653,1793341,35858,7451955
2021-04-30,"Jammu and Kashmir",1974919,174200,1564,1974919,373130,1164880,809691,348,0,2348049,NA,102,2348049,28006,13606320
2021-04-30,"Jharkhand",2635993,186850,1640,2635993,478132,1353708,1282028,257,298246,2815879,NA,512,3114125,16650,38593948
2021-04-30,"Karnataka",8090917,749050,7030,8090917,1551522,3868438,4221433,1046,930091,8712348,NA,2497,9642439,150222,67562686
2021-04-30,"Kerala",6051350,154900,1141,6051350,1325584,2741857,3308741,752,375938,7000996,NA,2319,7376934,44959,35699443
2021-04-30,"Ladakh",74571,5900,46,74571,33595,40189,34376,6,0,108166,NA,2,108166,180,289023
2021-04-30,"Lakshadweep",18888,1300,12,18888,4136,10639,8247,2,0,23024,NA,0,23024,502,65840
2021-04-30,"Madhya Pradesh",7023042,220380,1440,7023042,1056496,3752265,3269937,840,726655,7352883,NA,441,8079538,623,85358965
2021-04-30,"Maharashtra",13561437,822120,5577,13561437,2622410,7294154,6265566,1717,1811340,14372507,NA,3686,16183847,201357,123144223
2021-04-30,"Manipur",188954,14450,108,188954,61154,115274,73667,13,0,250108,NA,71,250108,20859,3091545
2021-04-30,"Meghalaya",230464,59450,464,230464,59916,116434,114013,17,0,290380,NA,244,290380,13842,3366710
2021-04-30,"Mizoram",211334,13050,47,211334,44733,105870,105455,9,0,256067,NA,566,256067,5218,1239244
2021-04-30,"Nagaland",158602,11900,75,158602,40215,94159,64431,12,0,198817,NA,34,198817,2989,2249695
2021-04-30,"Odisha",4928197,238425,1352,4928197,928498,2568280,2359215,702,419555,5437140,NA,188,5856695,39173,46356334
2021-04-30,"Puducherry",169488,10600,63,169488,28376,85599,83867,22,74,197790,NA,18,197864,1781,1413542
2021-04-30,"Punjab",2968888,441977,3459,2968888,425192,1681026,1287553,309,290847,3103233,NA,113,3394080,72856,30141373
2021-04-30,"Rajasthan",10797155,692001,3238,10797155,2224793,5460840,5334849,1466,640765,12381183,NA,425,13021948,51771,81032689
2021-04-30,"Sikkim",161083,10900,55,161083,42883,86706,74356,21,0,203966,NA,217,203966,1256,690251
2021-04-30,"Tamil Nadu",4635084,555067,4531,4635084,1311972,2407092,2227478,514,896561,5050495,NA,113,5947056,45337,77841267
2021-04-30,"Telangana",4151762,173565,1240,4151762,628422,2113252,2037704,806,617745,4162439,NA,370,4780184,141152,39362732
2021-04-30,"Tripura",898611,113300,752,898611,338150,463784,434704,123,0,1236761,NA,60,1236761,16359,4169794
2021-04-30,"Uttar Pradesh",10240750,994322,6482,10240750,2317056,5759852,4479210,1688,1230635,11327171,NA,1121,12557806,114884,237882725
